# Fibre   RA                   DEC                  l                    b                    Mag    MJD     u                  g                  r                  i                  u_{0}              g_{0}              r_{0}              i_{0}              (g-i)_{0}            (u-g)_{0}              U_(Jester_2005)      B_(Jester_2005)      V_(Jester_2005)      R_(Jester_2005)      I_(Jester_2005)      V-V_{HB}              S/N_{red}            S/N_{blue}           V_{hc}-V_{obs}   V_{hc,err}   V_{gsr}-V_{obs}       V_{rad}_(rvreid,_CaT1of3) V_{gsr}_(rvreid,_CaT1of3) V_{err}_(rvreid,_CaT1of3) V_{rad}_(rvreid,_CaT2of3) V_{gsr}_(rvreid,_CaT2of3) V_{err}_(rvreid,_CaT2of3) V_{rad}_(rvreid,_CaT3of3) V_{gsr}_(rvreid,_CaT3of3) V_{err}_(rvreid,_CaT3of3) User_shift_(rvreid,_CaT1of3) User_shift_(rvreid,_CaT2of3) User_shift_(rvreid,_CaT3of3) Fit_pixel_shift_(rvreid,_CaT1of3) Fit_pixel_shift_(rvreid,_CaT2of3) Fit_pixel_shift_(rvreid,_CaT3of3) V_{obs}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{obs}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{obs}_(fxcor,_CaT3of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) Vhc                   V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3)   TDR_(fxcor,_CaT2of3)   TDR_(fxcor,_CaT3of3)   HGHT_(fxcor,_CaT1of3)   HGHT_(fxcor,_CaT2of3)   HGHT_(fxcor,_CaT3of3)   FWHM_(fxcor,_CaT1of3)   FWHM_(fxcor,_CaT2of3)   FWHM_(fxcor,_CaT3of3)   Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift           Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1}   EW_Flux_(CaT1)   EW_Centroid_(CaT1)   EW_Continuum_(CaT1)   EW_FWHM_(CaT1)   Interpolated_(CaT1ew) EW_{CaT2}   EW_Flux_(CaT2)   EW_Centroid_(CaT2)   EW_Continuum_(CaT2)   EW_FWHM_(CaT2)   Interpolated_(CaT2ew) EW_{CaT3}   EW_{CaT2+3}            EW_Flux_(CaT3)   EW_Centroid_(CaT3)   EW_Continuum_(CaT3)   EW_FWHM_(CaT3)   Interpolated_(CaT3ew) EW_{MgH}               EW_Lines_(MgH)   EW_Flux_(MgH)   EW_Centroid_(MgH)   EW_Continuum_(MgH)   EW_FWHM_(MgH)        Interpolated_(MgHew)   All_interpolated_ranges                                                                                                                                        [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)    [Fe/H]_{err}_(Battaglia) Vhc                   RAx                  DECx                  NGC5024_dist           NGC5053_dist           NGC5024   NGC5053   NGC5024   NGC5053  
  181     197.9795832821592    17.70683036721395    5.770539011066287    1.3868419631099407   16.9   54937   18.9412708282471   17.6557292938232   17.1439895629883   16.9400787353516   18.8252182006836   17.5703392028809   17.0820579528809   16.8931179046631   0.6772212982177983   1.2548789978027024     18.188030185699454   17.94765573501579    18.065307788848813   17.50539293289179    17.091482105255093   1.255307788848814     32.87856444554719    21.206131188880256   -7.61            0            -20.108240373829293   -57.0                   -77.10824037382929      0.0                     -29.5                   -49.60824037382929      27.5                    -34.9                   -55.008240373829295     23.8                    -1.65                   -1.64                   -1.54                   -4931.0                 -4949.0                 -4910.0                 999.0                   -86.2851403738293       -66.1769                999.0                   1.955                   999.0                   -86.4204403738293       -66.3122                999.0                   9.817                   999.0                   -86.4885403738293       -66.3803                -73.9903              999.0                   7.188                   79.62                  20.83                  30.29                  0.84                    0.76                    0.83                    200.68                  272.85                  286.34                  -1.874                  -1.878                  -1.88                   0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.7231      -761.948         8496.247             1053.724              2.358            0                    1.985       -2045.57         8540.347             1030.341              4.824            0                    1.796       3.781                  -1838.92         8660.598             1023.618              3.476            0                    -3.68890573            3                767.33          5175.968            601.5478             32.8032              0.0                    "3639.51701645 3649.89205689, 3660.26709733 3664.4171135, 3675.82965798 3682.05468225, 3694.50473077 3698.65474695, 3975.66832664 3979.81834282, 4524.507965..." -0.7015042511990659     -0.9441316443010952     -1.105678125699366      -0.9646472674516574     -0.792865326660174    0.16100424623107906     -73.9903              3.455395502624105    0.30904250218299406   0.5202919464732618     1.0792295362329491     false     false     false     false    
  183     198.1163746639155    17.780033173993246   5.784781303249291    1.386988230701291    18.2   54937   20.2419166564941   18.9636192321777   18.4820919036865   18.2798366546631   20.1320781707764   18.8828010559082   18.4234752655029   18.2353897094727   0.6474113464355007   1.2492771148681996     19.47848688125606    19.237720355987506   19.361414890289268   18.797262134552      18.3850068855286     2.5514148902892693    22.029525641738182   24.517340801971162   -7.56            0            -19.503088720864472   -49.7                   -69.20308872086447      0.0                     -18.2                   -37.70308872086447      31.5                    -18.7                   -38.20308872086447      25.7                    -1.45                   -1.33                   -1.08                   -4931.0                 -4949.0                 -4909.0                 999.0                   -42.35668872086447      -22.8536                999.0                   4.209                   999.0                   -55.08308872086447      -35.58                  999.0                   40.727                  999.0                   -51.96078872086447      -32.4577                -40.017700000000005   999.0                   33.497                  68.56                  5.68                   6.81                   0.65                    0.48                    0.57                    372.74                  346.55                  332.9                   -0.647                  -1.008                  -0.919                  0                    0                    0                    -0.8219179510942922     8502.197703182721       8540.356164097811       8660.904109299207       -6.131      2188.71          8510.271             357.0102              31.11            0                    1.657       -693.787         8540.973             418.6266              3.219            0                    2.003       3.66                   -734.932         8661.465             366.9541              1.818            0                    -2.0456000000000003    3                448.436         5185.186            798.4494             30.759               0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5287.073438..." -0.443194068220002      -0.6818437900488336     -0.9049113705231417     -0.7193613483475397     0.0                   3.0                     -40.017700000000005   3.457782962781765    0.3103201319313574    0.4039701204919487     0.9522455487071094     false     false     false     false    
  184     198.27516647908925   17.94161070996691    5.804720200011456    1.3883013142325547   16.3   54937   18.5960350036621   17.1779594421387   16.6043910980225   16.3656368255615   18.5020294189453   17.1087913513184   16.5542240142822   16.3275966644287   0.7811946868896982   1.3932380676268998     17.83775003433227    17.506364765167255   17.61165109634402    17.026122608184764   16.57736833572376    0.8016510963440204    53.52569476429054    22.246348014898985   -7.51            0            -18.56181778696501    -46.0                   -64.56181778696501      0.0                     -19.5                   -38.06181778696501      26.5                    -28.1                   -46.66181778696501      24.8                    -1.34                   -1.36                   -1.35                   -4930.0                 -4949.0                 -4909.0                 999.0                   -67.08691778696502      -48.5251                999.0                   2.589                   999.0                   -65.61261778696502      -47.0508                999.0                   6.11                    999.0                   -61.02291778696501      -42.4611                -49.9711              999.0                   4.627                   50.4                   30.83                  42.57                  0.83                    0.85                    0.86                    169.42                  247.66                  256.7                   -1.374                  -1.333                  -1.203                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.5634      -1646.85         8496.645             2922.91               1.966            0                    1.279       -3651.41         8540.786             2855.472              2.548            0                    1.012       2.291                  -2847.85         8661.009             2813.604              2.427            0                    -6.442500000000001     3                591.869         5163.688            736.7086             70.13199999999999    0.0                    "3659.22959328 3663.37960946, 3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.25869..." -1.6517242984712746     -1.8992222648748394     -1.9651953563775324     -1.8648623811068423     -1.576215051269524    0.16064132087707522     -49.9711              3.460554403120481    0.3131401916391644    0.2314992235270081     0.8335504340002504     true      false     true      false    
  186     198.1851662686301    17.894380080040893   5.7953197721387575   1.3882548845551543   18.1   54937   20.0255928039551   18.8490505218506   18.3869934082031   18.1746139526367   19.9260082244873   18.7757778167725   18.3338508605957   18.1343173980713   0.6414604187012003   1.1502304077148011     19.276955776214635   19.111664218902625   19.239252796173126   18.66017061233525    18.23779115676885    2.4292527961731274    24.01666088364492    24.238399287081645   -7.54            0            -18.95410134297353    -49.3                   -68.25410134297353      0.0                     -26.4                   -45.35410134297353      23.0                    -18.1                   -37.05410134297353      22.1                    -1.44                   -1.56                   -1.05                   -4931.0                 -4949.0                 -4909.0                 999.0                   -46.28590134297353      -27.3318                999.0                   7.35                    999.0                   -65.29160134297354      -46.3375                999.0                   18.463                  999.0                   -67.18320134297353      -48.2291                -55.7691              999.0                   13.359                  13.71                  10.95                  16.11                  0.36                    0.5                     0.63                    137.62                  280.9                   290.96                  -0.774                  -1.312                  -1.366                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.5556      -290.196         8496.411             522.2806              2.243            0                    1.103       -559.825         8540.706             507.4837              2.465            0                    0.3883      1.4912999999999998     -190.897         8660.682             491.5806              0.4018           0                    -4154.646              3                2383.46         5169.988            676.9319             25673.861            0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5287.073438..." -1.910463514100828      -2.1584572503836514     -2.1960518628864065     -2.111431595111539      -1.4697504125976475   0.1619434022369385      -55.7691              3.4589836030185257   0.3123158618047851    0.27813497771558865    0.9045115322569279     true      false     true      false    
  187     198.17374951160434   17.92259997032447    5.795625318575629    1.3887797353921787   17.6   54937   19.7899646759033   18.3668689727783   17.7903614044189   17.5953254699707   19.691291809082    18.2942657470703   17.7377033233643   17.5553970336914   0.7388687133788991   1.397026062011701      19.031721572875966   18.697008438110345   18.801706924438466   18.264419269561806   17.859383335113606   1.9917069244384678    31.264996401726965   23.08679276123039    -7.55            0            -18.899839247281562   -26.8                   -45.69983924728156      0.0                     5.15                    -13.749839247281562     31.9                    -0.669                  -19.568839247281563     27.3                    -0.794                  -0.662                  -0.561                  -4929.0                 -4948.0                 -4908.0                 999.0                   -42.52543924728156      -23.6256                999.0                   3.322                   999.0                   -34.10563924728156      -15.2058                999.0                   17.092                  999.0                   -34.97973924728156      -16.0799                -23.6299              999.0                   14.029                  48.28                  12.94                  16.47                  0.76                    0.76                    0.83                    208.43                  303.36                  312.05                  -0.669                  -0.431                  -0.455                  0                    0                    0                    0.17524331809363503     8497.62162065507        8541.17808204891        8661.7260272503         0.8004      -751.091         8497.303             938.389               2.416            0                    1.94        -1787.77         8541.426             921.3101              3.988            0                    1.526       3.466                  -1367.09         8661.504             895.9319              2.011            0                    -1.6864                3                395.53          5174.61             751.5463             17.562               0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5287.073438..." -0.6875834568003996     -0.9286793932224396     -1.1022050676664887     -0.9507617076138044     -0.7240953300781277   0.16159336553955078     -23.6299              3.4587843430751137   0.31280839182579234   0.25238491235101973    0.9215320542208868     true      false     true      false    
  188     198.3154161912394    18.018483311424024   5.811436998422786    1.389177498612532    16.6   54937   18.7545185089111   17.4479351043701   16.8800563812256   16.6258392333984   18.6541290283203   17.3740692138672   16.8264827728271   16.5852165222168   0.7888526916504013   1.2800598144530966     18.018542861938435   17.77298355102535    17.879407806396454   17.275886859893703   16.8116697120665     1.0694078063964554    48.05205510693585    31.167290546340404   -7.5             0            -18.21026410323474    -47.9                   -66.11026410323474      0.0                     -21.5                   -39.710264103234735     26.4                    -29.8                   -48.01026410323474      24.6                    -1.4                    -1.42                   -1.39                   -4930.0                 -4949.0                 -4909.0                 999.0                   -63.71546410323474      -45.5052                999.0                   2.027                   999.0                   -72.30426410323474      -54.094                 999.0                   10.086                  999.0                   -70.71286410323474      -52.5026                -60.0026              999.0                   8.327                   53.36                  16.98                  22.42                  0.74                    0.8                     0.84                    140.28                  230.95                  248.3                   -1.289                  -1.532                  -1.487                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.5012      -1176.15         8496.576             2346.652              1.777            0                    1.217       -2768.17         8540.715             2273.938              2.667            0                    1.103       2.3200000000000003     -2549.7          8660.88              2311.291              2.645            0                    -14.618                3                2701.99         5175.95             1350.782             123.31899999999999   0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5287.073438..." -1.5719556022168186     -1.818817618726327      -1.9022955525501677     -1.7889655494592547     -1.488054761718758    0.16085552624511718     -60.0026              3.461256893279508    0.3144818715650866    0.1709780669670967     0.8236146321707418     true      false     true      false    
  190     198.2994581707294    18.0005886935665     5.809333051632901    1.3890252888227963   17.3   54937   19.2544746398926   18.0778675079346   17.5835647583008   17.3897285461426   19.1563358306885   18.0056571960449   17.5311908721924   17.3500156402588   0.6556415557861008   1.1506786346436009     18.51839914321902    18.359506130218538   18.48064558029178    17.9282246589661     17.5243884468079     1.670645580291783     33.67491648096547    25.061923310073393   -7.51            0            -18.315156242063836   -52.2                   -70.51515624206384      0.0                     -26.6                   -44.91515624206384      25.6                    -26.2                   -44.51515624206384      20.9                    -1.52                   -1.56                   -1.29                   -4931.0                 -4949.0                 -4909.0                 999.0                   -64.49515624206384      -46.18                  999.0                   3.95                    999.0                   -70.15955624206384      -51.8444                999.0                   16.198                  999.0                   -66.93715624206384      -48.622                 -56.132               999.0                   13.541                  17.05                  9.05                   12.42                  0.29                    0.56                    0.67                    90.76                   207.32                  231.33                  -1.308                  -1.468                  -1.377                  0                    0                    0                    -0.36776542662300926    8496.54053962232        8540.63013684751        8661.7260272503         0.5452      -612.094         8496.522             1122.668              2.264            0                    0.9219      -1000.31         8540.63              1085.023              2.255            0                    0.9559      1.8778000000000001     -1093.38         8661.165             1143.825              2.179            0                    -2.8513                3                785.387         5168.186            874.048              44.137               0.0                    "3634.32949623 3642.62952858, 3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.25869..." -1.7431349441098518     -1.9903768234714154     -2.037685837618547      -1.9515962563608165     -1.5133142045898338   0.16133651646423344     -56.132               3.460978373242044    0.3141695515944574    0.18090305955004266    0.8309744093218348     true      false     true      false    
  191     198.17033296427198   17.939847145873497   5.796104339823199    1.3890735469986695   18.0   54937   19.9908065795898   18.76584815979     18.2741298675537   18.0718765258789   19.8919239044189   18.6930904388428   18.2213611602783   18.0318622589111   0.6612281799316975   1.1988334655761008     19.243085861206      19.045961952209414   19.167618293762157   18.60550580978388    18.19325246810908    2.357618293762158     26.201145013147805   23.979157616563597   -7.56            0            -18.862247301410175   -44.0                   -62.86224730141018      0.0                     -20.8                   -39.662247301410176     23.2                    -28.1                   -46.96224730141017      21.6                    -1.28                   -1.4                    -1.34                   -4930.0                 -4949.0                 -4909.0                 999.0                   -57.32284730141018      -38.4606                999.0                   2.402                   999.0                   -53.90904730141017      -35.0468                999.0                   13.849                  999.0                   -47.66944730141017      -28.8072                -36.367200000000004   999.0                   11.579                  65.0                   14.11                  16.89                  0.55                    0.59                    0.67                    201.83                  266.37                  263.7                   -1.089                  -0.993                  -0.816                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.3962      -258.6           8496.47              652.6645              1.667            0                    1.065       -677.183         8540.871             635.9036              2.556            0                    0.887       1.952                  -538.421         8661.177             607.0369              1.837            0                    29954.681              3                1204.1          5147.797            757.9207             268216.42            0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5288.110942..." -1.5339503149829734     -1.7796898218558144     -1.856583478947858      -1.7523062357324999     -1.2872146884765765   0.16188609463500972     -36.367200000000004   3.4587247131099437   0.3131094118320788    0.23632760655864385    0.9289894037005811     true      false     true      false    
  192     198.26333318174642   18.026496699146723   5.80756094926695     1.3897048025244163   18.3   54937   20.0637989044189   18.9959754943848   18.525016784668    18.3678684234619   19.9648132324219   18.9231433868408   18.4721927642822   18.3278141021729   0.5953292846678977   1.0416698455811009     19.2936158943176     18.712819442749055   19.351391868591346   18.351957015991196   17.981665687560973   2.5413918685913472    24.68805379125702    25.93067681338071    -7.53            0            -18.33606400427019    -41.9                   -60.23606400427019      0.0                     -21.7                   -40.03606400427019      20.1                    -13.0                   -31.33606400427019      20.5                    -1.22                   -1.43                   -0.909                  -4930.0                 -4949.0                 -4908.0                 999.0                   -55.48376400427019      -37.1477                999.0                   5.179                   999.0                   -66.51416400427019      -48.1781                999.0                   18.462                  999.0                   -65.40196400427018      -47.0659                -54.5959              999.0                   16.01                   17.17                  7.65                   10.14                  0.49                    0.44                    0.55                    119.82                  203.23                  227.14                  -1.052                  -1.364                  -1.333                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        29598.0     -4.5172E8        -6802.447            15262.13              11895.0          0                    0.9359      -510.653         8540.943             545.6102              2.355            0                    0.8959      1.8317999999999999     -496.526         8661.092             554.2267              2.565            0                    -29.875                3                1877.43         5177.779            743.9794             138.952              0.0                    "3639.51701645 3643.66703263, 3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.25869..." -1.5855708123576138     -1.8315659768735        -1.9798134004650445     -1.8013960987398427     -1.2883520498046768   0.1620331134948731      -54.5959              3.4603478732923834   0.31462173166094204   0.14606047098624222    0.872459814604095      true      false     true      false    
  194     197.99395822028126   17.869430059894125   5.778557165395282    1.389288988589171    17.0   54937   17.6078491210938   17.8205299377441   18.5966472625732   17.0228710174561   17.5075664520264   17.7467422485352   18.5431308746338   16.9822902679443   0.7644519805908985   -0.23917579650879972   0.0                  0.0                  0.0                  0.0                  0.0                  -16.81                290.66303514551004   17.291616465790582   -7.63            0            -19.57055715924512    33.6                    14.029442840754882      0.0                     60.9                    41.32944284075488       27.3                    50.8                    31.229442840754878      26.5                    0.926                   0.923                   0.908                   -4926.0                 -4945.0                 -4905.0                 999.0                   11.459842840754881      31.0304                 999.0                   0.797                   999.0                   9.74814284075488        29.3187                 999.0                   1.722                   999.0                   10.41124284075488       29.9818                 22.3518               999.0                   1.775                   242.4                  136.01                 136.02                 0.96                    0.94                    0.94                    247.07                  300.46                  309.72                  0.879                   0.83                    0.849                   0                    0                    0                    1.448845664669837       8498.70270168782        8542.8219176531         8662.82191765309        0.002116    -179.027         8498.703             84624.99              0.01121          0                    2.353       -200590.0        8542.962             85266.37              4.17             0                    1.856       4.2090000000000005     -154468.0        8663.036             83233.47              3.366            0                    -2.1698000000000004    3                398.663         5147.091            483.7292             20.14                0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5288.110942..." -5.1125870152307735     -5.4226350069644225     -4.328456693141716      -5.144680398121838      -3.0                  3.0                     22.3518               3.455646392954947    0.3118804021565536    0.3747055097463617     1.078761611114015      false     false     false     false    
  195     198.33608277890977   18.06390224880184    5.8151814646701965   1.389715950204478    16.2   54937   18.5359039306641   17.1439685821533   16.5400333404541   16.2711811065674   18.4317512512207   17.0673351287842   16.4844512939453   16.2290363311768   0.8382987976074006   1.3644161224364986     17.795212898254412   17.490290374755823   17.589503326415986   16.97724143981932    16.498389205932618   0.7795033264159876    57.81868210189506    27.14037582643247    -7.5             0            -18.015749910620674   -45.6                   -63.61574991062068      0.0                     -18.6                   -36.61574991062068      27.0                    -26.9                   -44.915749910620676     25.0                    -1.33                   -1.34                   -1.31                   -4930.0                 -4949.0                 -4909.0                 999.0                   -67.71394991062067      -49.6982                999.0                   2.637                   999.0                   -68.70104991062067      -50.6853                999.0                   3.82                    999.0                   -64.55724991062067      -46.5415                -54.0415              999.0                   3.078                   63.1                   53.02                  67.19                  0.87                    0.9                     0.9                     215.26                  262.72                  267.21                  -1.408                  -1.435                  -1.318                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.6014      -2098.62         8496.69              3489.587              2.005            0                    1.435       -4849.21         8540.753             3378.619              2.874            0                    1.182       2.617                  -3777.82         8660.942             3195.779              2.307            0                    -0.95895               3                564.114         5138.221            1155.651             9.581999999999999    0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5288.110942..." -1.4567212043137332     -1.703449279622204      -1.799458571449601      -1.679755206846966      -1.439011863281258    0.1606236026611328      -54.0415              3.4616175933733304   0.3152745815270484    0.14548656822821274    0.8245854076789393     true      false     true      false    
  196     198.13254124106294   17.991180153612657   5.7952695758258415   1.390156936900698    16.0   54937   18.3474502563477   16.9197959899902   16.3181400299072   16.0475215911865   18.2455272674561   16.8448028564453   16.2637481689453   16.0062789916992   0.8385238647460973   1.4007244110108026     17.59801214218142    17.264773006439167   17.36444181442257    16.7497989082336     16.269180469512897   0.5544418144225709    63.111013301958636   27.93027031734566    -7.58            0            -18.805012302988963   -45.4                   -64.20501230298896      0.0                     -18.5                   -37.30501230298896      26.9                    -27.4                   -46.20501230298896      25.3                    -1.32                   -1.33                   -1.33                   -4930.0                 -4949.0                 -4909.0                 999.0                   -64.74581230298897      -45.9408                999.0                   2.046                   999.0                   -69.96121230298897      -51.1562                999.0                   6.224                   999.0                   -65.56341230298897      -46.7584                -54.3384              999.0                   5.324                   84.02                  31.25                  37.86                  0.9                     0.88                    0.88                    221.52                  255.6                   263.42                  -1.301                  -1.449                  -1.324                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.5637      -2335.54         8496.663             4142.992              1.906            0                    1.364       -5514.48         8540.808             4043.411              2.721            0                    1.157       2.521                  -4399.98         8660.883             3801.993              2.435            0                    -1.2609                3                1364.86         5183.61             1283.824             43.449               0.0                    "3634.32949623 3637.44200836, 3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.25869..." -1.566223353746866      -1.8136935196218649     -1.8966096336737541     -1.7837788548374296     -1.544629185058604    0.16044355345153807     -54.3384              3.458065123211786    0.31400534190161344   0.20083855173949153    0.9777996669213016     true      false     true      false    
  197     197.95562447899803   17.931838341813158   5.778051795445195    1.3905473587096346   17.3   54937   19.369987487793    18.1586170196533   17.6253509521484   17.3949546813965   19.267614364624    18.0832920074463   17.5707187652588   17.3535289764404   0.7297630310058985   1.1843223571776988     18.64145975112918    18.46324399948119    18.576590785980212   17.99211206436162    17.55171579360972    1.7665907859802132    34.92849839314596    29.792616534973895   -7.66            0            -19.488669643692276   -49.2                   -68.68866964369228      0.0                     -24.2                   -43.68866964369228      25.0                    -31.2                   -50.68866964369228      22.7                    -1.43                   -1.5                    -1.43                   -4931.0                 -4949.0                 -4909.0                 999.0                   -57.91536964369227      -38.4267                999.0                   1.078                   999.0                   -71.56816964369227      -52.0795                999.0                   9.51                    999.0                   -69.90656964369228      -50.4179                -58.0779              999.0                   8.338                   128.06                 18.56                  22.83                  0.78                    0.73                    0.79                    177.19                  236.8                   252.95                  -1.088                  -1.475                  -1.428                  0                    0                    0                    -0.7330622275530914     8496.54053962232        8540.63013684751        8660.63013684751        0.5585      -692.941         8496.566             1240.761              2.008            0                    1.167       -1380.09         8540.712             1182.669              2.561            0                    0.9785      2.1455                 -1112.02         8660.964             1136.424              2.182            0                    -1.3860000000000001    3                355.273         5179.937            1317.132             14.609000000000002   0.0                    "3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.95866135 4708.14618157, 4711.2586937 4716.44621392, 5288.110942..." -1.5286143648048145     -1.774648692140658      -1.8599804224812186     -1.7474637768070724     -1.3685080346679719   0.1614132726287842      -58.0779              3.4549773430790753   0.31296963222706076   0.3529667620718806     1.125924924073043      true      false     true      false    
  199     197.94358319797556   17.986188545301474   5.779391296208448    1.391486731923878    17.7   54937   19.6990528106689   18.4656238555908   17.9616146087646   17.7425594329834   19.5947189331055   18.3888549804688   17.9059352874756   17.7003402709961   0.6885147094726989   1.205863952636701      18.954262046813934   18.752989311218254   18.872187461853017   18.294219169616746   17.865163993835544   2.062187461853018     30.024989592004857   22.52776065213762    -7.67            0            -19.35144896860711    -44.0                   -63.35144896860711      0.0                     -21.9                   -41.25144896860711      22.1                    -28.1                   -47.45144896860711      20.1                    -1.28                   -1.43                   -1.35                   -4930.0                 -4949.0                 -4909.0                 999.0                   -60.80124896860711      -41.4498                999.0                   1.861                   999.0                   -61.822448968607105     -42.471                 999.0                   11.503                  999.0                   -59.42164896860711      -40.0702                -47.7402              999.0                   7.92                    73.69                  16.3                   24.93                  0.61                    0.63                    0.73                    177.0                   253.34                  261.5                   -1.174                  -1.203                  -1.135                  0                    0                    0                    -0.5504138270898693     8496.54053962232        8540.63013684751        8661.1780820489         0.6355      -576.693         8496.704             907.4329              2.379            0                    1.179       -1008.38         8540.795             855.3368              2.577            0                    1.172       2.351                  -973.089         8661.071             829.9926              1.888            0                    -1.3831                3                302.734         5178.71             734.3345             13.214               0.0                    "3634.32949623 3640.55452049, 3669.60463372 3673.7546499, 3975.66832664 3979.81834282, 4524.50796582 4528.65798199, 4680.13357239 4687.39610069, 4702.958661..." -1.3245703526916164     -1.5692430168683176     -1.6769900015491652     -1.5535486572010768     -1.1948480107421902   0.16164974996948242     -47.7402              3.4547671831887046   0.313918222249207     0.32837818875325847    1.1493953415716707     true      false     true      false    
  201     198.23112493225094   18.060777336987194   5.806475926143268    1.3904830273988948   17.9   54937   19.774486541748    18.6819553375244   18.1885643005371   17.9910888671875   19.6707286834717   18.6056118011475   18.1331939697266   17.9491024017334   0.6565093994141016   1.065116882324201      19.006023406982383   18.385788536071765   19.04477437973021    17.986212120056148   17.574787178039557   2.2347743797302115    26.664583251946766   20.58640327983497    -7.55            0            -18.320809182475738   -57.8                   -76.12080918247574      0.0                     -26.3                   -44.62080918247574      31.4                    -23.9                   -42.22080918247573      25.9                    -1.68                   -1.56                   -1.22                   -4931.0                 -4949.0                 -4909.0                 999.0                   -75.80490918247574      -57.4841                999.0                   16.429                  999.0                   3130.5834908175243      3148.9043               999.0                   106.82                  999.0                   -76.79180918247573      -58.471                 -66.021               999.0                   33.993                  17.98                  4.72                   5.68                   0.39                    0.3                     0.48                    397.03                  778.56                  288.97                  -1.628                  88.708                  -1.656                  0                    0                    0                    -0.36776542662300926    8496.54053962232        8540.63013684751        8661.7260272503         -0.5354     345.534          8490.87              645.4023              4.625            0                    0.9596      -633.449         8540.521             660.1364              2.227            0                    0.7445      1.7041                 -447.51          8666.514             601.0905              1.421            0                    -8.23697               3                555.284         5166.104            565.4052             81.99409999999999    0.0                    "3634.32949623 3638.47951241, 3642.62952858 3655.07957711, 3662.34210541 3668.56712968, 3670.64213776 3677.90466607, 3682.05468225 3687.24220247, 3690.35471..." -1.758016445195848      -2.005132537375541      -2.152323853520321      -1.965776101617308      -1.4308835346679725   0.16178781950378418     -66.021               3.4597857333600235   0.31522004172021434   0.1083914200139961     0.913921715426957      true      false     true      false    
