# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Thu Jul 26 19:13:28 CEST 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00019		Age = 	1.000e+09 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	9.00	1.7186541557	1.7185	1.6943	3.7814	3.0504	0.534	0.948	1.081	0.653	0.337	0.022	-0.374	-0.695	-0.724	0.4787	0.0000	0.4	1	-14.771	3.2501163483
	9.00	1.7192441225	1.7191	1.6725	3.7663	3.0121	0.589	1.073	1.207	0.732	0.387	0.047	-0.388	-0.744	-0.779	0.4787	0.0000	0.4	1	-14.771	3.2501645088
	9.00	1.7201125622	1.7199	1.6466	3.7502	2.9736	0.654	1.226	1.353	0.823	0.449	0.080	-0.396	-0.789	-0.831	0.4787	0.0000	0.4	1	-14.771	3.2502350807
	9.00	1.7215765715	1.7214	1.7028	3.7413	2.8824	0.513	1.162	1.263	0.698	0.307	-0.077	-0.577	-0.989	-1.036	0.4787	0.0000	0.5	1	-14.772	3.2503540516
	9.00	1.7226934433	1.7226	1.7545	3.7371	2.8139	0.384	1.072	1.157	0.576	0.176	-0.214	-0.725	-1.147	-1.196	0.4787	0.0000	0.6	1	-14.773	3.2504446507
	9.00	1.7238385677	1.7238	1.8112	3.7341	2.7457	0.242	0.957	1.031	0.439	0.034	-0.362	-0.881	-1.309	-1.359	0.4787	0.0000	0.6	1	-14.773	3.2505373955
	9.00	1.7249686718	1.7249	1.8664	3.7317	2.6814	0.104	0.842	0.905	0.305	-0.105	-0.504	-1.030	-1.464	-1.514	0.4787	0.0000	0.7	1	-14.774	3.2506289482
	9.00	1.7260634899	1.7260	1.9193	3.7298	2.6208	-0.028	0.729	0.783	0.176	-0.238	-0.640	-1.171	-1.610	-1.661	0.4787	0.0000	0.8	1	-14.774	3.2507171631
	9.00	1.7268500328	1.7269	1.9570	3.7284	2.5776	-0.123	0.648	0.696	0.084	-0.332	-0.738	-1.272	-1.714	-1.766	0.4787	0.0000	0.9	1	-14.775	3.2507805824
	9.00	1.7281044722	1.7281	2.0148	3.7262	2.5117	-0.267	0.524	0.564	-0.056	-0.477	-0.886	-1.427	-1.874	-1.926	0.4787	0.0000	1.0	1	-14.775	3.2508816719
	9.00	1.7296751738	1.7297	2.0833	3.7237	2.4333	-0.438	0.384	0.409	-0.223	-0.649	-1.062	-1.610	-2.062	-2.116	0.4787	0.0000	1.1	1	-14.776	3.2510077953
	9.00	1.7311279774	1.7311	2.1461	3.7213	2.3616	-0.595	0.261	0.268	-0.375	-0.806	-1.223	-1.778	-2.235	-2.290	0.4787	0.0000	1.3	1	-14.776	3.2511243820
	9.00	1.7325279713	1.7325	2.2077	3.7189	2.2904	-0.749	0.142	0.132	-0.524	-0.960	-1.382	-1.943	-2.406	-2.462	0.4787	0.0000	1.4	1	-14.777	3.2512364388
	9.00	1.7337204218	1.7337	2.2670	3.7166	2.2223	-0.897	0.028	0.001	-0.666	-1.107	-1.534	-2.101	-2.569	-2.627	0.4787	0.0000	1.6	1	-14.777	3.2513318062
	9.00	1.7348902225	1.7349	2.3260	3.7142	2.1541	-1.045	-0.086	-0.129	-0.808	-1.254	-1.686	-2.260	-2.733	-2.792	0.4787	0.0000	1.8	1	-14.777	3.2514250278
	9.00	1.7358734608	1.7359	2.3763	3.7122	2.0959	-1.171	-0.182	-0.239	-0.929	-1.380	-1.815	-2.395	-2.873	-2.933	0.4787	0.0000	2.0	1	-14.778	3.2515032291
	9.00	1.7367783785	1.7368	2.4224	3.7104	2.0428	-1.286	-0.271	-0.340	-1.039	-1.494	-1.933	-2.518	-3.001	-3.061	0.4787	0.0000	2.2	1	-14.778	3.2515752316
	9.00	1.7378100157	1.7378	1.8428	3.7994	2.9789	0.163	0.518	0.621	0.248	-0.032	-0.313	-0.663	-0.939	-0.965	0.4787	0.0000	0.4	1	-14.781	3.2516572475
	9.00	1.7378107309	1.7378	1.8441	3.7957	2.9625	0.160	0.529	0.634	0.250	-0.037	-0.324	-0.684	-0.969	-0.996	0.4787	0.0000	0.4	1	-14.781	3.2516572475
