#ra,dec,Dist,UVel,VVel,WVel,RVel,pmRA,pmDE
190.3554,38.3889,104,32,-6,-20,-24.3,47,-35
190.415,-1.4492,12,-36,-8,-17,-19.5,-617,61
190.4554,-19.7589,66,-51,-25,0,-2.8,-181,17
190.7112,-69.9892,123,7,0,-11,5.0,10,-18
190.3179,58.9619,81,-10,-33,1,-10.2,-68,-54
190.4979,-5.2208,81,3,-22,14,23.0,-23,-25
190.5821,-39.9361,36,-3,2,-13,-7.9,-13,-64
190.5121,0.495,89,-42,-29,-6,-2.7,-121,-11
190.7812,-69.5456,96,11,-27,-19,31.1,-13,-34
191.3462,-83.6572,85,-47,-43,37,-2.7,-153,100
190.5187,32.8628,156,36,-17,-49,-52.8,27,-39
190.5004,72.9639,65,-51,-84,-18,-42.8,-286,-66
190.5662,8.0419,110,-14,15,6,-0.8,-7,40
190.7637,-61.1486,79,-55,-37,-19,1.9,-180,-44
190.6492,-5.4681,73,-7,-24,-14,-2.1,-56,-61
190.7108,-39.5022,100,51,-21,21,48.8,70,1
190.6671,18.7733,76,-25,-21,5,6.8,-89,-11
190.2137,79.0247,132,40,-32,-18,-49.8,26,-25
190.6625,28.3597,73,3,-20,-1,-1.6,-24,-54
189.7912,83.6439,77,-60,-51,-15,-16.4,-216,8
190.7471,-4.0492,46,-13,-69,8,35.0,-219,-179
190.7304,5.2664,50,-13,-14,-47,-40.9,-83,-92
190.76,11.7831,80,10,-45,-20,-6.8,-42,-125
190.8867,-29.4411,65,-22,-14,8,4.6,-84,25
190.8833,-31.3858,72,-66,-40,-17,-8.4,-229,-34
190.9279,-37.7081,26,-72,-30,-37,-26.4,-629,-209
190.93,-44.6753,201,-63,-295,47,222.3,-219,-18
190.8267,26.1264,139,15,7,-9,-9.9,24,-3
190.9675,-32.0514,48,17,-58,-18,41.1,-75,-197
190.9929,-35.1231,53,-8,-23,-28,0.7,-81,-127
190.9492,7.5583,109,-1,2,6,5.1,1,9
191.0833,-42.0797,111,-26,-14,5,0.7,-56,12
191.1837,-54.8192,102,-30,-66,4,40.5,-124,0
191.2142,-52.7558,90,5,6,-2,-2.9,17,-5
191.0942,21.9933,65,-2,-69,-26,-20.1,-126,-193
191.145,3.5317,55,-26,20,-32,-40.9,-49,60
191.2779,-47.7161,77,-3,-16,-2,10.9,-31,-14
191.1775,17.7003,160,-2,3,-3,-3.9,0,4
191.2583,-16.0433,256,-53,-21,9,1.0,-46,12
191.0604,51.7592,15,-20,-21,13,9.1,-390,-177
191.1125,44.1028,112,-12,-11,-17,-16.4,-31,4
191.2821,-14.8981,84,8,-49,-2,29.5,-48,-88
191.3646,-45.8625,64,22,-62,0,61.8,-48,-60
191.1204,58.6908,45,-38,-24,-12,-9.4,-213,25
191.2254,33.0831,119,-19,-9,-2,-1.4,-37,5
191.3658,-37.4492,115,-16,-31,7,19.1,-54,-3
191.4275,-50.1797,49,-47,-32,-21,-2.6,-247,-86
191.48,-53.6164,77,-4,-39,10,32.2,-66,15
191.2475,39.2789,17,-41,7,75,80.3,-360,139
191.3467,4.3597,89,43,-61,-69,-35.2,6,-227
191.4354,-24.9767,124,-48,-20,-6,-9.9,-88,3
191.3554,29.7758,72,-38,-20,5,6.4,-124,8
191.5046,-9.3133,47,96,-23,15,52.7,311,-218
191.5096,2.5928,112,38,-29,-8,11.4,33,-83
191.6283,-11.8122,31,-44,-5,-12,-20.7,-277,54
191.8287,-66.2372,36,-13,-8,1,-0.2,-93,10
191.5996,23.3142,105,-30,-12,-16,-15.5,-64,10
191.6358,24.145,43,4,-50,3,5.6,-115,-219
191.6421,11.3783,59,-28,-13,-18,-17.8,-111,-1
191.76,-38.8078,122,-33,-21,-5,-1.7,-67,-6
191.7458,-7.7997,77,-6,-33,4,17.0,-62,-48
191.7646,-22.1292,88,34,-5,31,37.5,64,20
191.6117,53.8006,114,-10,-18,1,-2.9,-34,-18
191.7017,43.1517,108,18,-17,-18,-24.2,11,-36
191.7779,22.6167,77,-2,-5,-1,-0.9,-11,-9
191.7671,13.6167,125,-17,-5,-9,-9.8,-29,4
191.8371,-19.0044,73,-20,-25,3,10.1,-86,-13
191.8892,-6.3017,66,11,-15,5,14.1,5,-41
191.9292,-12.58,79,-7,-28,-10,5.7,-57,-57
192.2154,-68.425,29,60,-86,6,103.8,28,114
192.0262,-35.7031,73,-29,31,10,-32.1,-22,82
191.9533,19.0242,59,-21,-13,-4,-3.8,-87,0
192.27,-69.3922,197,-28,-17,4,-1.6,-35,4
191.9887,8.5167,87,-12,-13,-26,-22.9,-42,-30
191.9533,29.5319,85,-29,-12,-3,-2.1,-77,13
192.0262,-0.3592,86,-28,-23,2,4.4,-88,-8
192.2212,-56.8533,101,-17,4,28,-9.8,-24,61
192.1629,-31.4094,100,18,-38,-24,23.0,-11,-90
191.9508,50.1569,65,-27,-15,8,8.5,-100,-4
192.2325,-31.2042,59,47,-55,30,76.9,37,-44
192.2162,-37.0417,84,-39,0,-19,-26.7,-84,-19
192.0917,30.7669,71,-26,-7,-6,-5.0,-77,26
192.1067,27.7839,72,-12,-4,47,46.7,-33,8
192.2792,-42.6342,102,-34,-7,-1,-12.3,-67,8
192.1417,26.5969,99,-79,-84,-45,-43.7,-240,-61
192.0783,54.4603,79,-1,5,-10,-7.2,6,24
192.435,-58.9944,74,-20,-42,28,26.1,-113,76
192.1958,24.84,17,-18,-21,-10,-9.3,-335,-106
192.2183,12.0961,36,47,1,-3,3.1,234,-142
192.3554,-25.2964,84,-21,-49,-10,17.7,-112,-65
192.3854,-34.7911,194,-1,-1,8,4.0,-2,7
192.1642,60.3197,24,16,-1,-15,-17.6,109,-1
192.4308,-34.1014,98,-41,-18,-13,-12.8,-95,-17
192.3625,5.1719,57,35,5,-13,-6.4,118,-68
192.395,3.8181,101,-36,-15,-19,-19.7,-80,-2
192.5562,-46.1733,281,-6,-13,-23,0.9,-9,-18
192.2046,61.3783,38,-86,-51,-29,-21.4,-556,100
192.4367,1.1878,33,39,-84,-42,2.3,-79,-645
192.5071,-7.1972,95,65,-50,2,45.0,60,-140
192.5212,-7.6319,49,-57,-15,-21,-27.0,-241,12
192.5454,-20.3656,117,-8,-14,-26,-12.4,-27,-44
192.5833,-24.2178,66,33,-38,3,40.7,22,-90
192.5837,-30.5769,51,-91,-50,2,-4.9,-430,24
192.6642,-51.9125,70,-20,-52,9,33.5,-136,7
192.7246,-57.7214,58,-20,-20,11,6.7,-102,39
192.8458,-48.1025,50,-3,-4,-2,1.3,-19,-8
192.7479,31.4761,77,-9,-24,-12,-12.6,-57,-39
192.8,19.1611,68,-43,-19,-7,-8.0,-144,19
193.0483,-56.5742,45,-117,-86,-44,3.4,-680,-209
193.0308,-26.4614,66,-3,-28,-38,-4.9,-58,-139
192.9246,27.5406,102,-2,-6,-1,-0.7,-10,-8
192.9671,17.915,100,-2,4,12,10.9,0,13
192.9667,0.0847,57,18,4,-12,-7.6,65,-40
193.2762,-69.88,122,-31,-44,-20,22.0,-86,-31
192.9942,40.2414,119,12,7,4,4.1,24,-3
193.2867,-60.8817,73,-18,-11,-26,-1.9,-60,-75
193.095,17.1083,128,31,-7,4,7.9,37,-36
193.0771,46.7775,53,-33,-17,-14,-11.6,-147,32
193.2896,-14.9656,66,-7,6,3,-3.7,-9,29
193.3346,-26.6969,76,22,2,-3,7.0,54,-23
193.4267,-57.6564,70,-16,-1,26,-5.9,-42,81
193.3125,-18.5219,80,269,-205,-111,150.9,301,-794
193.2658,19.605,59,-23,-19,2,2.2,-104,-11
193.2962,-3.5531,33,-36,-20,-6,-6.4,-263,-4
193.2562,26.7942,58,-39,-58,-12,-12.6,-233,-100
193.4275,-27.4042,48,8,-25,7,24.8,-33,-40
193.4246,-23.1092,81,-28,1,-13,-20.5,-60,0
193.6525,-58.6092,42,29,-2,-14,16.7,117,-73
193.5662,-27.9594,79,9,-10,-5,8.3,5,-32
193.4767,6.7628,26,-33,-2,-10,-15.0,-231,93
193.6029,-39.4772,92,-3,1,14,2.9,-5,32
193.6658,-48.0617,86,-75,-50,-11,-2.5,-220,-28
193.7425,-55.8636,53,-8,-60,17,47.1,-159,43
193.4654,41.8225,88,-32,-2,-2,1.8,-66,38
193.6812,-39.505,92,-3,2,14,2.1,-3,32
193.8687,-68.2656,104,-43,-15,-13,-10.1,-90,-29
193.5296,36.9872,224,29,-2,4,0.7,22,-17
193.7437,-44.1519,40,-10,-64,-29,36.3,-228,-227
193.6667,22.1078,34,10,0,-2,-1.0,52,-34
193.8104,-28.03,99,-10,8,-13,-17.1,-8,-9
194.0429,-66.7831,105,-6,7,-4,-8.7,-2,-9
193.7217,11.4811,199,-46,-5,-45,-49.9,-43,9
193.8112,-21.3631,172,25,-79,-20,46.0,-28,-84
193.7654,28.2339,190,10,-4,-17,-17.4,7,-9
194.0208,-53.8528,61,12,-25,-44,20.4,-11,-166
193.7842,27.7661,42,6,-14,-40,-40.0,-12,-74
194.0462,-57.4703,41,-40,1,1,-22.6,-170,12
193.9204,-3.5506,52,-29,-10,-5,-8.6,-121,17
194.0679,-40.4919,121,36,-31,-4,40.7,23,-37
193.7379,63.9272,101,-23,-69,8,-21.0,-120,-84
194.1646,-47.6861,62,-21,0,-4,-12.7,-60,-3
194.2454,-60.1428,51,-40,-16,-7,-9.2,-176,-31
194.1296,-26.5861,130,-53,12,-33,-51.6,-59,-6
194.1104,-0.9544,48,19,-18,3,14.4,27,-92
194.2479,-42.5175,57,-57,10,-20,-44.7,-154,-21
194.34,-48.6358,80,-6,12,3,-12.4,4,17
194.3062,8.2936,103,-44,-17,-15,-18.8,-93,9
194.3687,-9.7611,89,41,-25,-15,14.2,48,-104
197.0858,-87.2192,37,8,-9,10,6.4,3,82
194.3979,-12.8125,86,-36,-24,-37,-29.3,-104,-61
194.4554,-13.1342,77,-24,0,-14,-19.8,-53,2
194.8346,-70.6325,89,-37,-73,20,37.0,-171,54
194.3725,43.8219,110,-5,-26,7,0.7,-36,-38
194.58,-32.8242,125,-46,-21,-10,-12.6,-84,-10
194.7908,-62.9294,59,43,-5,-7,27.8,120,-21
195.2975,-79.0058,79,-2,-23,-24,24.3,-37,-49
194.9037,-64.3714,63,-108,-45,-12,-21.9,-382,-55
194.6704,22.0428,59,52,-44,-48,-41.7,72,-247
194.67,27.4739,51,-12,-38,-3,-3.6,-128,-103
194.7296,5.1064,53,-29,12,-16,-24.8,-67,74
194.7562,-9.8339,21,-75,-34,17,3.7,-825,198
195.1104,-68.6053,134,-29,-12,-41,-1.9,-46,-67
194.9958,-41.3908,113,2,-59,15,52.4,-59,-10
194.9508,-20.2917,84,-47,-21,-20,-20.9,-126,-25
195.6479,-79.365,107,-2,-27,-14,25.1,-32,-16
195.0237,-27.8394,73,-36,-9,-13,-18.5,-98,-12
194.8871,28.0656,81,7,3,-7,-7.0,20,-4
195.0817,-27.1275,64,-14,-5,-10,-9.4,-46,-22
195.1358,-33.5053,40,-19,3,-24,-23.2,-73,-78
195.105,-13.8922,74,4,4,17,11.7,14,35
195.1587,-34.1722,124,-12,1,0,-6.2,-16,7
194.705,68.785,34,-60,2,-18,9.1,-300,247
194.9825,44.5161,103,107,-30,3,-20.3,148,-168
195.0079,32.0839,58,-36,-12,-2,-1.9,-132,38
195.1229,-9.1003,133,-10,-24,-20,-8.6,-33,-38
195.0642,21.5542,65,1,11,-5,-5.4,24,25
195.1617,-2.5628,75,20,-12,12,21.5,26,-35
195.1612,18.3728,41,-44,-17,6,3.0,-235,59
195.2779,-33.48,45,19,13,-11,-5.4,111,-42
195.1462,23.6517,89,-2,-6,-1,-0.9,-12,-10
195.3592,-27.3744,54,23,-246,95,228.5,-477,-205
195.3887,-32.5589,96,-43,-15,0,-10.9,-96,10
195.3312,-8.4403,55,-96,-75,-34,-26.5,-462,-112
195.4654,-36.1147,184,-23,5,-16,-22.5,-18,-8
195.7746,-68.795,130,17,-18,3,23.9,7,9
195.2483,52.5367,99,-23,-19,-5,-7.0,-63,1
195.7312,-63.4661,72,-40,-15,-8,-9.8,-121,-30
195.7321,-63.4681,76,-42,-18,-8,-9.1,-123,-28
196.0342,-72.5128,131,10,-1,-6,6.9,13,-8
195.5175,28.9914,114,-35,-31,-2,-4.0,-86,-10
198.86,-87.5606,25,-30,-6,-12,-5.2,-226,-160
195.5871,30.3575,155,-56,-14,-2,-3.1,-74,27
195.6275,23.4992,117,-23,5,10,8.5,-30,31
195.6392,32.4331,31,-27,-10,7,6.2,-192,44
195.7125,13.4733,97,-19,-9,17,15.0,-48,15
195.4454,63.61,37,-22,-22,-14,-16.0,-172,26
195.8425,-29.6633,59,-29,-18,8,2.6,-124,22
196.1287,-65.9217,94,13,-54,-9,52.2,-42,-16
195.4567,67.7608,103,-33,-9,-35,-20.3,-65,67
195.6004,59.2458,68,-7,1,-11,-6.6,-13,31
195.9125,-16.3364,55,-20,-21,-3,0.7,-109,-29
195.9421,-20.5833,29,27,-5,17,26.7,134,1
195.9629,-25.8017,118,-69,-22,-7,-23.0,-123,7
195.9042,-11.5825,77,12,-49,9,35.7,-51,-89
196.2717,-64.2319,66,-3,-15,-6,11.0,-35,-20
195.9108,28.4497,147,-2,-50,-13,-15.7,-41,-57
197.1204,-82.7208,100,-79,8,9,-50.3,-129,-27
195.5637,72.4853,102,-60,-18,-1,11.3,-122,32
196.1879,-40.6825,118,-47,-23,-5,-10.1,-92,-8
196.7108,-77.8703,52,-20,-22,2,6.5,-118,7
196.0246,21.895,106,-20,3,-15,-17.3,-27,24
196.2571,-46.5633,237,-88,-32,3,-23.4,-81,4
196.2775,-47.1167,116,-13,-32,-13,14.6,-52,-35
196.2517,-37.5247,113,-22,-17,-9,-3.1,-50,-19
196.32,-50.8564,45,-23,-17,2,1.1,-136,-1
196.1279,8.6531,172,10,8,15,14.5,14,7
196.2321,-28.9286,51,0,-29,10,24.8,-68,-25
196.0433,46.4592,227,-103,-5,-13,1.7,-81,53
194.13,85.8844,104,-5,5,4,7.8,-2,1
196.2583,-17.6781,67,18,-48,6,39.2,-40,-100
196.0792,50.0681,99,50,-11,5,-8.7,75,-79
196.3692,-18.9792,122,-8,-28,6,16.8,-40,-16
196.3992,-22.0711,137,8,-10,-13,1.0,2,-28
196.3637,-2.5575,216,-20,-25,-1,2.4,-30,-9
196.47,-38.5164,142,-113,-300,-8,157.3,-390,-143
196.3733,16.0953,69,33,-72,3,17.0,-42,-232
196.3683,14.7253,87,-43,-35,11,8.4,-135,-8
196.4404,-18.2594,88,-11,-13,2,4.3,-40,-6
196.4425,-18.8258,45,-24,-7,-10,-13.6,-108,-11
196.4379,4.0903,73,31,-15,-9,4.7,49,-88
196.6112,-43.6419,125,13,-5,2,12.3,13,-2
196.6492,-46.0339,79,-10,-9,-6,-0.6,-34,-18
196.6454,-49.6858,33,-54,-12,-20,-24.8,-319,-112
196.3629,41.6811,83,18,15,28,28.5,55,-13
196.5883,21.1533,50,-7,-18,-1,-0.8,-66,-48
196.7346,-34.1219,48,-28,-48,-7,15.7,-217,-89
196.6487,11.0444,50,-43,-41,-20,-20.2,-244,-66
196.9183,-50.3508,44,-24,-50,-4,25.1,-231,-61
196.9696,-39.6461,65,55,9,-17,17.0,167,-71
196.8317,0.5847,50,-36,0,-90,-91.3,-102,-98
196.8762,3.9369,66,8,-16,-8,-0.9,-5,-63
196.9129,-14.1878,68,-42,-13,-11,-19.0,-129,3
196.9025,1.4744,74,5,4,-19,-17.2,23,-22
197.03,-23.5883,139,-26,1,-12,-20.9,-30,-1
196.9154,24.0097,37,-52,-5,2,-1.9,-261,148
196.9196,24.0197,38,-54,-5,2,-2.0,-263,145
196.9783,19.9328,148,25,-38,-8,-2.2,-1,-66
197.1412,-41.6439,52,-113,-84,-8,-2.9,-568,-71
197.0546,3.7767,69,-78,-52,-43,-45.8,-277,-53
197.0129,26.9467,116,-22,8,-21,-22.0,-22,35
197.1658,-23.8219,90,-50,-18,-9,-18.1,-118,-2
197.2937,-39.8731,89,38,11,-35,-0.7,94,-82
197.2054,-5.9956,112,4,-11,-4,3.2,-5,-23
197.3646,-48.5244,158,-19,5,-8,-16.3,-16,-6
197.2125,5.2072,26,56,-64,-11,22.6,84,-668
197.3375,-27.7278,120,16,6,0,3.8,29,-2
197.5933,-57.7444,112,-29,-10,-8,-9.8,-54,-18
197.2767,30.2436,109,7,9,-2,-1.3,22,7
197.2854,21.4558,53,-3,-5,-1,-1.5,-21,-11
197.4271,-22.1925,27,25,-6,-42,-11.2,156,-339
197.2346,46.8533,184,-17,-18,-2,-5.0,-28,-4
197.3133,23.8928,59,-44,-34,-27,-30.1,-192,-16
197.405,5.9794,127,2,-11,0,3.2,-8,-16
197.5808,-32.8053,85,-8,-22,-2,9.6,-48,-25
197.5871,-34.7792,158,-18,-1,-8,-13.0,-20,-5
197.9642,-69.9419,44,10,-2,-1,7.3,34,1
197.4967,17.5292,12,-26,-7,-8,-11.4,-430,138
197.6508,-31.4706,52,-10,-23,0,10.3,-88,-32
197.3808,52.1658,64,6,-2,-14,-14.6,15,3
197.7596,-45.8694,92,-59,-12,0,-24.4,-127,6
197.6942,-24.1792,37,-54,-23,-13,-20.3,-320,-33
197.7867,-42.2328,96,-35,-13,-12,-13.6,-77,-23
197.3883,56.8333,54,-18,-17,-32,-31.2,-87,54
197.6762,-4.9417,156,-35,-39,1,3.6,-69,-15
197.7175,1.7256,86,22,-10,-29,-16.5,35,-75
197.7179,21.2336,128,28,-20,-12,-7.6,20,-56
197.6912,34.3006,79,-15,-26,-10,-13.8,-71,-29
197.78,13.9097,117,-7,-18,-11,-9.1,-29,-24
198.6675,-79.2914,84,-20,-52,-28,38.4,-111,-57
197.9379,-35.6186,56,-13,-16,-10,-0.5,-72,-49
197.8479,73.8558,124,-138,-111,-28,-36.5,-296,39
197.9512,18.3789,86,119,-61,19,41.8,149,-278
197.8392,9.6258,61,-158,-31,60,26.6,-522,269
197.8112,33.4658,102,22,-2,-1,-1.4,36,-29
198.2321,-59.8164,40,8,-15,-19,15.6,-5,-106
197.3146,75.1814,143,-39,-33,-3,-8.0,-74,3
198.0146,-16.1983,33,24,-13,-41,-12.4,96,-287
198.1929,-53.9303,124,17,-14,-8,19.4,11,-18
198.1325,-34.7478,75,-54,-88,-81,-5.7,-246,-273
197.5858,67.4947,34,-87,-76,0,-14.3,-711,-19
197.9679,27.8778,9,-49,11,7,5.0,-801,882
198.0083,32.085,82,6,0,-12,-11.8,15,-6
198.0583,16.1311,77,-24,19,-12,-18.4,-21,71
198.1842,-31.8731,35,19,-86,-8,64.4,-200,-307
198.2262,-30.7117,27,-35,5,10,-16.5,-208,153
198.0821,17.5169,41,-84,-70,57,49.2,-582,-1
197.8462,63.1461,95,-2,-15,-7,-13.4,-22,-11
198.0525,34.8128,95,13,6,-13,-12.4,33,-3
198.1821,-2.265,20,-16,-2,-10,-12.8,-139,11
198.3062,-5.0236,50,64,6,8,27.4,232,-86
198.5629,-59.1031,18,-55,38,-15,-63.7,-250,-155
198.3071,-2.5556,62,-32,-20,-16,-17.4,-122,-25
198.3371,-13.4711,76,-42,-46,-7,-0.9,-166,-51
198.4312,-35.9461,229,5,-9,-24,-1.4,1,-24
198.4675,-45.1856,24,25,-55,7,58.1,-109,-111
198.4383,-26.5158,82,47,-35,4,48.0,45,-74
198.265,38.2769,61,55,2,-7,-8.9,162,-101
198.1562,58.4489,81,-23,-10,-12,-9.4,-60,31
198.545,-19.9308,39,-51,32,-10,-49.0,-120,160
198.71,-55.7681,43,-55,-20,-8,-17.4,-271,-52
198.3087,46.4939,87,-53,-45,7,-1.3,-169,-14
198.5383,-14.2819,117,-51,-35,8,1.0,-113,4
198.7312,-51.8047,115,-49,-8,-22,-26.3,-77,-39
198.4704,25.6981,79,12,-11,-5,-3.8,10,-42
198.4208,46.4761,57,-10,-20,2,-3.6,-74,-37
198.8354,-55.3414,65,-17,-103,-26,69.1,-231,-136
198.4042,56.7081,26,15,2,-8,-8.9,113,-20
198.8096,-40.3886,81,-31,-25,-4,-1.0,-103,-21
198.7321,-11.3692,39,-2,-69,-21,15.0,-215,-312
198.8346,-24.0003,80,-8,-6,2,0.8,-27,3
199.1871,-65.1381,39,-5,-25,-9,17.6,-97,-56
198.8054,10.6886,104,-59,-49,-8,-13.2,-152,-19
198.8779,-8.055,44,9,7,19,16.0,44,57
198.6213,59.6194,164,3,-3,-20,-18.7,4,9
198.9037,9.0158,53,-59,-76,-8,-7.2,-362,-123
199.025,-21.9172,108,-19,-62,17,38.0,-103,-32
199.0125,-5.6686,71,-21,-21,-14,-11.9,-83,-39
198.9112,34.1825,72,-5,-14,-7,-9.3,-33,-21
198.9962,4.6467,49,-35,-9,-13,-19.6,-137,27
199.0158,3.9642,128,-26,-18,17,12.1,-55,10
198.8783,50.8325,111,10,-7,-24,-26.4,12,-3
198.9304,11.8964,49,-33,0,62,52.5,-140,146
199.2229,-34.5983,44,-13,-20,3,7.8,-110,-19
199.1667,-5.5733,51,10,-17,10,18.8,-11,-49
199.7429,-74.8406,90,-115,-101,-27,22.9,-349,-91
199.0467,35.8858,45,69,-5,-46,-47.0,267,-176
199.0771,25.9206,119,0,-28,5,3.7,-31,-41
199.2062,-6.9347,120,-18,-8,-10,-12.0,-32,-5
199.2012,12.4153,57,56,-38,19,37.0,78,-205
199.1937,9.4239,18,-39,2,-18,-27.4,-335,191
199.2158,1.24,69,-11,-2,-11,-12.3,-27,-3
199.3004,-12.5258,92,-34,-41,-20,-10.4,-113,-60
199.3637,-10.5461,79,-26,-18,12,6.5,-86,16
199.0104,63.6197,141,-8,-8,5,2.0,-17,-5
199.1546,50.5711,100,-16,-22,-44,-45.5,-45,23
199.6512,-57.4539,41,8,-11,9,14.7,-4,41
199.6846,-58.2669,90,-50,2,5,-30.7,-94,8
199.4337,-8.7331,98,14,-11,-18,-3.9,14,-51
199.3329,32.4875,61,44,-1,-10,-8.7,123,-90
199.7204,-53.2217,60,-18,-58,-31,29.4,-158,-147
200.3462,-78.1283,75,45,-29,8,45.5,50,64
199.9604,-70.855,43,-48,-72,-2,30.9,-393,-31
199.7721,-52.6547,94,-18,-26,-4,8.8,-65,-19
199.8879,-63.7553,62,-1,15,-12,-13.0,31,-37
199.4037,37.5386,173,-21,-36,-1,-7.7,-46,-19
199.5737,-5.7892,136,-24,-5,-23,-26.4,-30,-8
199.6012,-18.3111,9,-25,-50,-33,-8.2,-1070,-1064
199.4542,45.5847,39,34,8,14,11.9,164,-99
199.6887,-17.1336,71,11,2,7,8.8,29,6
199.5496,31.6303,116,4,-13,5,4.0,-8,-24
199.7854,-37.6678,122,7,12,-15,-10.2,25,-17
200.75,-81.31,34,-49,-36,-18,7.3,-360,-149
199.7429,-25.5956,84,-15,-18,-6,-0.9,-56,-26
199.6737,7.1864,74,-76,-4,-54,-71.0,-165,52
199.7442,-12.6481,114,-49,-19,-12,-22.2,-91,-1
200.1254,-66.5336,46,10,-37,-24,37.1,-50,-106
199.7262,0.5056,80,-17,-24,-16,-12.3,-69,-45
199.8396,-24.6192,58,-51,4,-22,-42.0,-134,1
199.7779,2.9033,34,-44,-18,-37,-43.0,-261,-43
199.7983,-23.0203,63,-105,-42,-46,-58.4,-349,-87
199.7129,24.6114,60,-80,-33,-4,-13.4,-293,68
199.9925,-41.1906,55,-71,-47,11,-3.7,-329,12
200.1458,-59.7728,129,-22,-4,-4,-10.0,-31,-10
199.7579,28.5678,89,-53,20,-18,-20.5,-70,113
200.2479,-64.5744,112,-33,-24,-23,0.3,-72,-51
199.6979,47.1403,76,-19,-20,-11,-14.7,-72,-1
199.9371,-6.5414,172,-33,-22,-9,-12.1,-47,-7
200.0912,-43.9528,105,8,11,-1,-3.8,25,4
199.8542,21.0647,98,35,7,-26,-20.9,76,-38
199.8996,5.4636,128,-40,-6,-6,-15.7,-57,23
199.4058,71.2467,103,-32,-23,-23,-19.1,-76,38
200.3467,-64.0497,55,-41,-50,-6,15.9,-237,-48
200.1271,-20.8808,86,34,-3,-17,7.4,67,-61
199.9733,28.1047,138,-39,-17,-8,-12.4,-62,15
199.9854,38.3689,85,-30,-13,-13,-14.7,-75,24
200.0654,17.7658,76,13,-24,-11,-7.1,-7,-80
200.1637,-14.7722,41,12,-3,7,12.3,37,-12
200.1071,17.5806,58,-31,-8,11,6.0,-110,48
200.9696,-75.9303,170,7,-53,-24,51.2,-28,-19
200.1821,4.1328,31,-82,-15,0,-22.1,-507,202
200.3483,-22.7939,113,-25,19,-6,-26.8,-15,27
200.1612,36.6756,60,29,5,-19,-17.9,100,-38
200.4321,-39.3108,65,-104,-228,113,145.6,-749,101
200.4875,-38.8544,60,-1,-34,-4,21.3,-72,-59
201.29,-78.9522,68,-45,-19,-15,-5.9,-140,-74
200.0321,59.8619,72,-25,10,-4,7.5,-39,65
200.2125,43.99,48,-31,-12,11,9.8,-147,28
200.4525,17.7653,103,-8,-10,-15,-15.8,-22,-12
200.6142,-25.8408,70,-41,-16,-1,-12.9,-126,6
200.4854,22.3106,60,-15,-23,-8,-10.1,-86,-38
200.0662,69.6356,82,-6,-7,-7,-7.4,-22,9
200.9925,-64.9031,90,-71,-47,-23,-3.2,-192,-79
200.6817,-18.0308,58,-25,-41,9,15.1,-163,-38
200.3,61.0847,39,-40,-38,-16,-22.1,-285,35
200.5121,35.6303,101,7,10,-1,1.1,25,8
200.6421,26.1156,53,-37,-20,-22,-26.7,-153,21
200.7908,-24.7339,104,-58,-17,-4,-23.5,-114,8
200.8146,-14.9269,55,38,-14,-3,22.9,87,-97
200.8575,-26.9789,82,2,6,-20,-14.0,20,-34
200.6775,35.9361,189,10,24,4,8.7,25,14
201.1462,-55.9567,106,-5,-18,-5,10.4,-28,-16
200.9217,-15.1178,53,14,-1,-16,-4.4,49,-66
200.9129,2.7231,16,3,5,31,28.0,13,200
200.92,2.725,17,1,5,31,27.0,5,201
201.3079,-64.485,39,-24,-15,0,-2.3,-154,-23
198.7975,84.7519,54,-33,-11,4,8.7,-131,18
200.9058,17.3211,132,-19,-15,-15,-17.7,-35,-6
200.9362,19.0911,48,4,1,-14,-12.6,23,-17
201.0608,-2.1072,104,5,-8,3,7.6,-3,-14
201.0875,-0.3158,101,-10,-18,-9,-6.2,-37,-27
201.1383,-5.1639,30,25,5,6,13.6,153,-32
201.2942,-31.1986,55,22,-8,-5,15.2,51,-49
201.645,-65.8442,171,12,-12,-22,18.2,7,-25
201.4492,-48.2492,88,-7,-20,-2,10.0,-42,-17
201.2454,37.435,138,-32,-10,-12,-13.5,-46,21
201.2529,33.3503,136,3,44,4,11.5,45,51
201.4337,37.8425,132,-31,-17,8,4.2,-57,6
201.5304,14.3467,145,13,10,-15,-12.7,27,-4
201.5283,30.7022,141,-47,-12,-11,-15.6,-64,29
201.7825,-22.365,72,-23,-11,0,-6.2,-72,3
201.9992,-58.1028,88,-12,-10,-10,-0.4,-33,-30
201.685,16.9486,74,-10,17,15,11.6,0,62
201.4396,56.9703,22,-16,-19,-8,-12.6,-218,11
201.7221,14.3725,85,60,-38,-1,17.5,61,-159
201.9646,-40.3939,127,-30,-26,-4,-0.9,-64,-16
201.9371,-30.7839,128,-72,-19,35,-10.9,-121,59
201.4992,63.2611,21,-35,-27,-33,-31.4,-394,220
202.0621,-33.7061,62,15,-9,-22,4.0,35,-89
202.2637,-56.6403,40,-25,28,11,-36.0,-23,76
201.9404,12.7025,91,12,2,-14,-10.7,28,-20
202.1454,-33.4814,87,-22,-10,-5,-8.4,-56,-11
202.1108,-25.2128,98,-35,6,-16,-32.9,-47,1
202.1271,-27.3917,36,-42,-1,33,-3.9,-226,213
202.0375,8.3581,78,-26,-6,-6,-12.8,-63,19
202.0779,-0.84,48,82,-36,-56,-6.4,224,-405
201.3367,75.9825,222,-3,-16,-8,-14.3,-10,0
