# Dist    Mv    CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy       Vr       UU        VV        g-i                     WW        [Fe/H]   l           b      Av      Mbol    Vgsr          g                   
  1.685   6.4   5    5.93   3.716   4.66   8     0.7    0.806   0.327     0.884   2.06    17.697   0.084     0.38377999639511107   -1.087    110.85   24.65     -130.77   0.7732040049433708      46.57     -0.53    251.19999   49.3   0.081   6.148   -28.150002    18.080780499935152  
  1.685   6.0   5    5.58   3.737   4.63   8     0.73   0.7     0.105     0.823   1.859   17.116   -1.993    0.31699999248981475   -0.211    43.76    -135.99   -82.58    0.6828630204796791      -47.22    -0.68    251.19999   49.3   0.081   5.812   -95.240005    17.432999214291574  
  1.685   5.6   5    5.28   3.755   4.58   8     0.77   0.584   -0.134    0.757   1.693   16.757   -0.476    0.2439199945926666    0.481     53.48    -62.2     -14.98    0.5851170430779458      41.11     -1.23    251.19999   49.3   0.081   5.457   -85.520004    17.000919964075088  
  1.685   5.4   5    5.15   3.763   4.55   8     0.79   0.615   0.012     0.721   1.608   16.55    -0.123    0.2634500060081482    -0.762    -5.14    22.36     -44.43    0.5318010233044626      -36.76    -0.4     251.19999   49.3   0.081   5.272   -144.14       16.813449243068696  
  1.685   5.2   5    5.04   3.771   4.52   8     0.81   0.58    -0.03     0.691   1.553   16.501   0.336     0.24139998948574065   -0.337    -27.15   41.53     4.16      0.4873709774017334      -20.9     -0.45    251.19999   49.3   0.081   5.084   -166.15       16.742399440169333  
  1.685   5.0   5    4.95   3.777   4.48   8     0.82   0.587   0.03      0.668   1.503   16.163   -0.651    0.24581000781059265   -0.472    66.53    -39.72    -83.05    0.45330797457695016     9.13      -0.14    251.19999   49.3   0.081   4.893   -72.47        16.408810114622117  
  1.685   4.6   5    4.8    3.787   4.38   8     0.86   0.505   -0.114    0.633   1.427   15.842   0.636     0.1941499969959259    -0.311    33.14    48.22     -25.05    0.4014730240106583      36.68     -0.75    251.19999   49.3   0.081   4.502   -105.86       16.03615000462532   
  1.685   4.2   5    4.73   3.793   4.26   8     0.88   0.533   0.0030    0.606   1.343   15.481   -0.119    0.21178999519348146   0.059     8.02     -12.07    -4.02     0.36148600918054585     3.96      -0.15    251.19999   49.3   0.081   4.108   -130.98       15.69278994178772   
  1.735   5.1   5    5.6    3.745   4.44   6     0.95   0.694   0.146     0.793   1.771   16.387   -0.481    0.31322000360488894   -0.145    -2.4     -27.2     -18.05    0.6384329745769501      -25.41    -0.31    251.19999   49.3   0.081   4.383   -141.4        16.700219133853913  
  1.735   6.8   5    6.21   3.695   4.68   8     0.66   0.866   0.322     0.928   2.216   17.986   0.236     0.4215799978971482    -0.605    38.27    32.65     -55.1     0.8383679604530334      14.66     -1.29    251.19999   49.3   0.081   6.469   -100.729996   18.407580058932304  
  1.735   6.6   5    6.12   3.705   4.67   8     0.68   0.839   0.342     0.903   2.141   17.869   0.347     0.4045699915885925    0.093     -31.92   27.16     33.07     0.8013429957628251      -7.65     -0.85    251.19999   49.3   0.081   6.31    -170.92       18.273569472789763  
  1.735   6.2   5    5.75   3.726   4.65   8     0.71   0.756   0.221     0.855   1.968   17.44    -1.733    0.35227998888492584   -1.025    24.44    -84.95    -115.98   0.7302550282478333      -85.74    -0.58    251.19999   49.3   0.081   5.982   -114.56       17.792280522942544  
  1.735   5.6   5    5.28   3.755   4.58   8     0.77   0.603   -0.082    0.754   1.688   16.829   1.469     0.2558899906873703    -0.312    58.46    102.68    -22.26    0.5806740120053291      87.45     -0.93    251.19999   49.3   0.081   5.457   -80.54        17.084890463709833  
  1.735   5.4   5    5.15   3.763   4.55   8     0.79   0.625   0.042     0.721   1.606   16.766   -0.943    0.26975               -0.425    56.24    -60.57    -81.53    0.5318010233044626      -9.0      -0.29    251.19999   49.3   0.081   5.272   -82.759995    17.035750747680662  
  1.735   5.0   5    4.95   3.777   4.48   8     0.82   0.579   0.0090    0.668   1.505   16.318   -0.958    0.24076999759674073   0.945     -1.66    -104.32   37.08     0.45330797457695016     -0.91     -0.22    251.19999   49.3   0.081   4.893   -140.66       16.55877079105377   
  1.735   2.6   3    5.53   3.702   3.21   8     0.93   0.862   0.319     0.9     2.151   13.815   0.282     0.4190599927902222    -0.912    -4.34    57.08     -46.44    0.7968999646902084      -27.71    -0.86    251.19999   49.3   0.081   2.335   -143.34       14.234059573173523  
  1.785   5.5   5    5.8    3.723   4.51   6     0.95   0.819   0.416     0.867   2.007   16.759   -0.763    0.3919700036048889    0.025     3.87     -56.59    -18.33    0.7480269759893419      -25.5     -0.07    251.19999   49.3   0.081   4.751   -135.13       17.15097078180313   
  1.785   4.4   5    5.0    3.77    4.38   5     1.09   0.67    0.213     0.705   1.538   15.677   -0.284    0.29810001051425933   -0.188    27.33    -18.38    -35.14    0.5081049752831459      2.34      0.34     251.19999   49.3   0.081   3.779   -111.67       15.975100056290627  
  1.785   4.0   5    4.8    3.78    4.26   5     1.16   0.611   0.112     0.656   1.461   15.263   0.166     0.26093000090122226   -0.013    28.2     6.56      -14.41    0.43553602683544157     27.28     0.17     251.19999   49.3   0.081   3.41    -110.8        15.523929535508156  
  1.785   6.6   5    6.12   3.705   4.67   8     0.68   0.823   0.266     0.9     2.134   17.907   -0.377    0.39449000871181483   0.032     18.59    -32.3     -18.14    0.7968999646902084      0.8       -1.11    251.19999   49.3   0.081   6.31    -120.41       18.30148959672451   
  1.785   6.4   5    5.93   3.716   4.66   8     0.7    0.831   0.419     0.887   2.065   17.83    -0.409    0.3995299813747406    -1.175    51.8     8.13      -114.77   0.7776470360159875      -22.88    -0.27    251.19999   49.3   0.081   6.148   -87.2         18.229529905080796  
  1.785   6.0   5    5.58   3.737   4.63   8     0.73   0.67    0.0010    0.822   1.863   17.4     -1.199    0.29810001051425933   -0.248    35.63    -83.34    -64.99    0.6813820395469665      -29.02    -1.1     251.19999   49.3   0.081   5.812   -103.369995   17.69809962904453   
  1.785   5.8   5    5.42   3.746   4.61   8     0.75   0.638   -0.032    0.791   1.776   17.155   -1.362    0.27794000720977785   -0.138    152.69   -124.12   -134.1    0.6354710127115251      57.81     -0.97    251.19999   49.3   0.081   5.637   13.690002     17.432940693855286  
  1.785   5.4   5    5.15   3.763   4.55   8     0.79   0.534   -0.214    0.731   1.637   16.795   -0.714    0.2124199870824814    -1.047    151.45   -39.97    -175.29   0.5466110091805458      45.95     -1.61    251.19999   49.3   0.081   5.272   12.449997     17.007420063376426  
  1.785   4.6   5    4.8    3.787   4.38   8     0.86   0.489   -0.155    0.633   1.438   15.923   -1.045    0.18406999534368518   0.319     42.46    -97.07    -30.23    0.4014730240106583      4.48      -1.01    251.19999   49.3   0.081   4.502   -96.54        16.107070331037043  
  1.785   4.2   5    4.73   3.793   4.26   8     0.88   0.489   -0.101    0.609   1.364   15.62    -0.337    0.18406999534368518   -0.603    -8.16    2.39      -40.39    0.3659290402531624      -43.0     -0.68    251.19999   49.3   0.081   4.108   -147.16       15.804069880902768  
  1.785   3.6   4    4.69   3.777   3.97   8     0.92   0.492   -0.187    0.668   1.538   14.916   -1.674    0.18596000856161116   -0.351    99.63    -126.59   -121.85   0.45330797457695016     -2.89     -1.42    251.19999   49.3   0.081   3.507   -39.370003    15.101960374772549  
  1.835   3.7   4    5.2    3.75    3.97   7     1.09   0.676   0.121     0.774   1.72    15.188   -0.415    0.3018799993991852    0.194     7.78     -40.45    -2.13     0.6102939837574959      -2.69     -0.28    251.19999   49.3   0.081   3.063   -131.22       15.489879724740982  
  1.835   4.2   5    4.8    3.78    4.36   5     1.12   0.58    0.034     0.657   1.474   15.647   -0.707    0.24139998948574065   -0.314    18.81    -42.79    -48.47    0.4370170077681542      -26.52    -0.1     251.19999   49.3   0.081   3.61    -120.19       15.888400302290917  
  1.835   3.4   4    5.2    3.75    3.87   6     1.17   0.683   0.146     0.774   1.718   14.776   -0.353    0.3062900177240372    -0.147    24.2     -24.86    -32.71    0.6102939837574959      -1.6      -0.21    251.19999   49.3   0.081   2.763   -114.8        15.082290040612222  
  1.835   6.2   5    5.75   3.726   4.65   8     0.71   0.748   0.185     0.854   1.968   17.618   0.392     0.3472400162220001    -1.196    99.7     58.59     -129.12   0.7287739590406419      42.62     -0.7     251.19999   49.3   0.081   5.982   -39.300003    17.965240046739577  
  1.835   5.2   5    5.04   3.771   4.52   8     0.81   0.594   0.01      0.691   1.55    16.519   0.529     0.25021998858451844   -0.804    50.2     62.5      -70.18    0.4873709774017334      26.39     -0.3     251.19999   49.3   0.081   5.084   -88.8         16.769219088315964  
  1.835   4.4   5    4.75   3.791   4.32   8     0.87   0.476   -0.153    0.618   1.399   15.765   -0.468    0.17588000690937045   -0.519    105.73   -34.73    -109.68   0.37925795692205433     40.53     -1.03    251.19999   49.3   0.081   4.305   -33.269997    15.940880350232124  
  1.835   3.8   4    4.56   3.789   4.1    8     0.91   0.498   -0.096    0.622   1.402   15.191   -1.404    0.18973999744653702   -0.277    55.98    -103.59   -85.45    0.38518196892738343     -24.45    -0.7     251.19999   49.3   0.081   3.712   -83.020004    15.380739982187748  
  1.835   3.6   4    4.69   3.777   3.97   8     0.92   0.5     -0.165    0.668   1.534   15.044   -0.379    0.191                 0.103     39.41    -40.61    -26.65    0.45330797457695016     19.03     -1.24    251.19999   49.3   0.081   3.507   -99.59        15.234999671936036  
  1.885   6.2   5    6.2    3.687   4.58   6     0.83   0.981   0.725     0.983   2.352   17.646   -1.001    0.4940300039052963    0.533     -5.96    -97.76    14.63     0.9198229710459709      -23.05    -0.27    251.19999   49.3   0.081   5.29    -144.96       18.140029912352563  
  1.885   6.1   5    6.2    3.692   4.56   6     0.84   0.96    0.682     0.963   2.295   17.508   -0.677    0.48079998648166655   0.51      -41.86   -64.65    43.1      0.8902029992938043      -38.04    -0.24    251.19999   49.3   0.081   5.19    -180.86       17.988799406647683  
  1.885   5.4   5    5.8    3.728   4.49   6     0.91   0.789   0.349     0.85    1.95    16.888   -0.378    0.3730699840784073    0.068     -2.49    -31.08    -3.16     0.7228500353097915      -14.47    -0.12    251.19999   49.3   0.081   4.651   -141.49       17.261070472359656  
  1.885   2.9   4    5.0    3.77    3.82   5     1.31   0.6     0.046     0.695   1.546   14.429   -0.217    0.2540000150203705    0.492     -37.58   -29.96    50.45     0.4932949894070626      -16.8     -0.22    251.19999   49.3   0.081   2.367   -176.58       14.682999915838241  
  1.885   6.4   5    5.93   3.716   4.66   8     0.7    0.803   0.311     0.882   2.059   17.791   -0.82     0.38188998317718503   -0.321    -5.93    -46.96    -37.37    0.7702420430779457      -51.26    -0.58    251.19999   49.3   0.081   6.148   -144.93       18.172890349388123  
  1.885   6.2   5    5.75   3.726   4.65   8     0.71   0.756   0.221     0.855   1.968   17.653   -0.592    0.35227998888492584   -0.272    108.03   -55.76    -98.98    0.7302550282478333      46.45     -0.58    251.19999   49.3   0.081   5.982   -30.970001    18.005279866814615  
  1.885   5.8   5    5.42   3.746   4.61   8     0.75   0.665   0.055     0.791   1.77    17.314   -0.461    0.29495001351833344   -0.721    78.03    -19.97    -106.89   0.6354710127115251      10.35     -0.63    251.19999   49.3   0.081   5.637   -60.97        17.608949189543726  
  1.885   5.6   5    5.28   3.755   4.58   8     0.77   0.64    0.032     0.753   1.679   17.077   -0.958    0.2791999909877777    -0.315    23.11    -63.73    -58.27    0.5791930310726165      -34.63    -0.48    251.19999   49.3   0.081   5.457   -115.89       17.356199655294418  
  1.885   5.0   5    4.95   3.777   4.48   8     0.82   0.527   -0.134    0.668   1.526   16.396   0.94      0.2080100063085556    -1.308    33.83    121.01    -84.48    0.45330797457695016     9.38      -0.88    251.19999   49.3   0.081   4.893   -105.17       16.60400991475582   
  1.885   4.8   5    4.87   3.783   4.43   8     0.84   0.533   -0.072    0.647   1.456   16.291   0.853     0.21178999519348146   -1.319    50.22    111.47    -97.36    0.4222070218920708      17.86     -0.5     251.19999   49.3   0.081   4.698   -88.78        16.50279036140442   
  1.885   4.6   5    4.8    3.787   4.38   8     0.86   0.476   -0.192    0.636   1.451   15.965   -0.816    0.17588000690937045   -0.072    -3.09    -58.0     -22.6     0.40591596680879594     -38.56    -1.35    251.19999   49.3   0.081   4.502   -142.09       16.14088015949726   
  1.885   3.8   4    4.34   3.809   4.12   9     0.8    0.41    -0.19     0.552   1.234   15.315   -0.49     0.13429999774694446   -0.616    164.23   -44.86    -153.89   0.2815119795203209      78.88     -1.86    251.19999   49.3   0.081   3.707   25.229996     15.449299578130246  
  1.935   6.1   5    6.2    3.692   4.57   7     0.86   0.952   0.656     0.961   2.292   17.693   -0.453    0.4757600138187409    -0.026    -2.84    -33.48    -11.25    0.887241037428379       -22.19    -0.31    251.19999   49.3   0.081   5.19    -141.84       18.16876080727577   
  1.935   3.6   5    4.8    3.78    4.11   6     1.17   0.569   0.012     0.656   1.474   15.107   -0.222    0.2344700036048889    -0.133    16.26    -14.7     -24.58    0.43553602683544157     -2.64     -0.21    251.19999   49.3   0.081   3.01    -122.74       15.341470354557037  
  1.935   5.2   5    5.04   3.771   4.52   8     0.81   0.562   -0.084    0.691   1.56    16.616   -0.609    0.2300599852800369    -0.08     69.59    -58.46    -63.51    0.4873709774017334      23.87     -0.69    251.19999   49.3   0.081   5.084   -69.41        16.846059207081794  
  1.935   4.6   5    4.8    3.787   4.38   8     0.86   0.497   -0.134    0.633   1.433   16.043   -0.278    0.1891100055575371    0.32      -25.78   -30.5     30.7      0.4014730240106583      -17.47    -0.88    251.19999   49.3   0.081   4.502   -164.78       16.232109273135663  
  1.935   4.2   5    4.73   3.793   4.26   8     0.88   0.472   -0.14     0.609   1.375   15.636   -0.69     0.17336000180244449   0.213     24.94    -68.38    -18.11    0.3659290402531624      -0.8      -0.96    251.19999   49.3   0.081   4.108   -114.06       15.809359681367875  
  1.935   3.6   4    4.69   3.777   3.97   8     0.92   0.505   -0.15     0.668   1.532   15.024   -1.592    0.1941499969959259    0.65      46.6     -162.62   -24.27    0.45330797457695016     -3.37     -1.12    251.19999   49.3   0.081   3.507   -92.4         15.218150164842605  
  1.985   5.9   5    6.0    3.701   4.59   7     0.89   0.928   0.646     0.929   2.192   17.473   -0.821    0.460639983177185     0.124     -19.58   -67.06    -0.2      0.839849029660225       -44.58    -0.04    251.19999   49.3   0.081   5.12    -158.58       17.93363955593109   
  1.985   6.2   5    5.75   3.726   4.65   8     0.71   0.774   0.287     0.857   1.97    17.694   -0.349    0.3636199930906296    -0.022    -28.64   -20.79    7.27      0.7332169901132584      -37.61    -0.38    251.19999   49.3   0.081   5.982   -167.64       18.057620237231255  
  1.985   6.0   5    5.58   3.737   4.63   8     0.73   0.663   -0.022    0.822   1.863   17.644   -0.011    0.29368999218940733   -0.931    28.2     35.81     -82.38    0.6813820395469665      -19.95    -1.2     251.19999   49.3   0.081   5.812   -110.8        17.937689091920852  
  1.985   5.8   5    5.42   3.746   4.61   8     0.75   0.655   0.023     0.791   1.772   17.338   -1.406    0.2886499819755554    1.159     36.65    -172.99   22.07     0.6354710127115251      18.36     -0.75    251.19999   49.3   0.081   5.637   -102.35       17.626649325847627  
  1.985   5.6   5    5.28   3.755   4.58   8     0.77   0.624   -0.017    0.754   1.683   17.082   0.0       0.26912000811100006   -1.116    1.56     50.81     -78.56    0.5806740120053291      -47.82    -0.67    251.19999   49.3   0.081   5.457   -137.44       17.351120740532874  
  1.985   4.8   5    4.87   3.783   4.43   8     0.84   0.526   -0.091    0.647   1.461   16.348   -0.356    0.20738001441955567   0.018     0.3      -29.28    -8.0      0.4222070218920708      -14.24    -0.61    251.19999   49.3   0.081   4.698   -138.7        16.555379587173462  
  1.985   4.4   5    4.75   3.791   4.32   8     0.87   0.538   0.0       0.615   1.365   16.06    -1.27     0.21493999218940735   0.447     31.53    -128.45   -20.8     0.3748150141239166      -10.96    -0.17    251.19999   49.3   0.081   4.305   -107.47       16.27493945813179   
  1.985   4.0   5    4.73   3.793   4.18   8     0.9    0.488   -0.099    0.608   1.363   15.572   0.553     0.1834400034546852    -0.874    109.83   61.12     -114.43   0.36444797104597093     68.63     -0.69    251.19999   49.3   0.081   3.911   -29.169998    15.755439553320407  
  2.035   5.5   5    5.8    3.723   4.51   6     0.95   0.805   0.365     0.867   2.005   17.034   -0.0050   0.38315000450611114   -0.639    9.66     27.53     -51.63    0.7480269759893419      -21.67    -0.21    251.19999   49.3   0.081   4.751   -129.34       17.417150401234625  
  2.035   6.2   5    5.75   3.726   4.65   8     0.71   0.737   0.134     0.851   1.968   17.868   -1.86     0.34030999279022217   -0.599    48.87    -134.26   -121.48   0.7243310162425041      -71.67    -0.88    251.19999   49.3   0.081   5.982   -90.130005    18.2083100233078    
  2.035   5.6   5    5.28   3.755   4.58   8     0.77   0.639   0.031     0.753   1.679   17.209   -1.327    0.2785699990987778    -0.7      44.85    -85.07    -112.24   0.5791930310726165      -55.82    -0.48    251.19999   49.3   0.081   5.457   -94.15        17.48756963288784   
  2.035   5.4   5    5.15   3.763   4.55   8     0.79   0.582   -0.089    0.722   1.617   17.019   -0.753    0.24266001081466676   0.386     35.09    -87.08    -13.86    0.5332820042371751      10.86     -0.81    251.19999   49.3   0.081   5.272   -103.91       17.261659110546113  
  2.035   5.0   5    4.95   3.777   4.48   8     0.82   0.53    -0.127    0.668   1.524   16.609   -0.185    0.20989998197555543   -0.279    -61.89   11.01     13.47     0.45330797457695016     -67.62    -0.84    251.19999   49.3   0.081   4.893   -200.89       16.818899234294893  
  2.035   4.6   5    4.8    3.787   4.38   8     0.86   0.48    -0.179    0.635   1.446   16.161   -0.679    0.17839999324083328   0.028     -9.07    -54.91    -10.14    0.4044349858760834      -35.44    -1.23    251.19999   49.3   0.081   4.502   -148.07       16.339399291336537  
  2.035   4.4   5    4.75   3.791   4.32   8     0.87   0.489   -0.122    0.618   1.39    16.096   -1.098    0.18406999534368518   -0.796    6.9      -53.94    -89.67    0.37925795692205433     -78.86    -0.81    251.19999   49.3   0.081   4.305   -132.1        16.280070666730403  
  2.035   0.6   3    5.95   3.665   2.2    8     0.93   1.122   0.834     1.071   2.561   12.22    -1.251    0.582859986782074     -0.653    -32.12   -64.93    -59.37    1.0501509703397751      -108.71   -0.6     251.19999   49.3   0.081   0.2     -171.12       12.802860253810882  
  2.085   6.2   5    5.75   3.726   4.65   8     0.71   0.757   0.222     0.855   1.968   17.787   0.728     0.35291001832485197   -0.284    67.34    60.48     -42.79    0.7302550282478333      70.74     -0.57    251.19999   49.3   0.081   5.982   -71.66        18.139910674452782  
  2.085   5.8   5    5.42   3.746   4.61   8     0.75   0.681   0.107     0.791   1.768   17.448   -1.562    0.3050299963951111    -0.319    22.95    -120.35   -79.29    0.6354710127115251      -67.64    -0.44    251.19999   49.3   0.081   5.637   -116.05       17.753029950618743  
  2.085   5.6   5    5.28   3.755   4.58   8     0.77   0.596   -0.103    0.755   1.689   17.31    -0.838    0.25148000991344455   -0.01     86.84    -87.95    -76.8     0.5821549929380416      27.63     -1.03    251.19999   49.3   0.081   5.457   -52.160004    17.561479475855826  
  2.085   5.2   5    5.04   3.771   4.52   8     0.81   0.554   -0.107    0.691   1.563   16.862   0.029     0.2250200126171112    -0.37     69.5     5.62      -69.11    0.4873709774017334      36.95     -0.8     251.19999   49.3   0.081   5.084   -69.5         17.08701952433586   
  2.085   4.6   5    4.8    3.787   4.38   8     0.86   0.536   -0.034    0.631   1.412   16.246   -0.647    0.2136800084114075    0.704     -5.58    -86.89    37.52     0.3985109738707543      -0.9      -0.33    251.19999   49.3   0.081   4.502   -144.58       16.4596802983284    
  2.085   4.0   5    4.73   3.793   4.18   8     0.9    0.468   -0.141    0.608   1.376   15.77    -0.503    0.17083999669551847   -0.671    80.57    -26.83    -112.24   0.36444797104597093     7.45      -1.0     251.19999   49.3   0.081   3.911   -58.43        15.94084045445919   
  2.135   5.6   5    5.28   3.755   4.58   8     0.77   0.6     -0.091    0.754   1.688   17.374   -0.379    0.2540000150203705    -0.672    33.71    -6.51     -81.43    0.5806740120053291      -23.65    -0.97    251.19999   49.3   0.081   5.457   -105.29       17.628000564336777  
  2.135   4.2   5    4.73   3.793   4.26   8     0.88   0.489   -0.102    0.609   1.364   15.954   -0.952    0.18406999534368518   0.0040    10.64    -84.18    -32.36    0.3659290402531624      -35.65    -0.69    251.19999   49.3   0.081   4.108   -128.36       16.138070468366145  
  2.135   3.6   4    4.69   3.777   3.97   8     0.92   0.508   -0.139    0.668   1.53    15.34    -0.633    0.19604001021385192   -0.953    104.01   -29.27    -152.81   0.45330797457695016     4.66      -1.03    251.19999   49.3   0.081   3.507   -34.989998    15.536040162801742  
  2.135   2.8   3    5.5    3.704   3.3    8     0.93   0.845   0.279     0.895   2.136   14.477   -0.332    0.4083500180244446    -1.039    102.12   1.24      -149.86   0.7894949717521669      13.03     -0.92    251.19999   49.3   0.081   2.541   -36.879997    14.885350254535675  
  2.185   6.2   5    5.75   3.726   4.65   8     0.71   0.738   0.141     0.851   1.968   17.885   -1.13     0.3409399846792221    0.84      94.85    -161.55   -26.04    0.7243310162425041      59.13     -0.86    251.19999   49.3   0.081   5.982   -44.15        18.225940213561056  
  2.185   4.4   5    4.75   3.791   4.32   8     0.87   0.523   -0.037    0.616   1.371   16.242   -0.882    0.20549000120162964   0.45      20.8     -104.54   -3.18     0.37629599505662925     -4.13     -0.33    251.19999   49.3   0.081   4.305   -118.2        16.447490581035613  
  2.185   4.0   5    4.73   3.793   4.18   8     0.9    0.486   -0.104    0.608   1.364   15.688   -0.75     0.18218000090122222   -0.49     67.81    -55.41    -100.41   0.36444797104597093     -7.67     -0.72    251.19999   49.3   0.081   3.911   -71.19        15.87017972624302   
  2.235   5.1   5    5.6    3.745   4.43   7     0.92   0.71    0.196     0.793   1.77    16.898   -0.562    0.3232999864816666    0.048     39.88    -61.37    -36.99    0.6384329745769501      5.47      -0.15    251.19999   49.3   0.081   4.383   -99.119995    17.22130070364475   
  2.235   5.6   5    5.28   3.755   4.58   8     0.77   0.583   -0.137    0.758   1.693   17.443   -0.496    0.24329000270366669   -1.102    62.12    -0.72     -138.84   0.5865980240106583      -31.31    -1.25    251.19999   49.3   0.081   5.457   -76.880005    17.686290796160698  
  2.235   5.4   5    5.15   3.763   4.55   8     0.79   0.603   -0.025    0.721   1.61    17.185   -1.061    0.2558899906873703    -0.566    89.26    -84.83    -129.88   0.5318010233044626      -11.53    -0.53    251.19999   49.3   0.081   5.272   -49.739998    17.440889456629755  
  2.235   4.8   5    4.87   3.783   4.43   8     0.84   0.503   -0.151    0.647   1.475   16.659   -0.06     0.19289001321792604   -0.836    -16.78   41.26     -56.77    0.4222070218920708      -56.92    -0.97    251.19999   49.3   0.081   4.698   -155.78       16.851890409946442  
  2.235   4.6   5    4.8    3.787   4.38   8     0.86   0.5     -0.125    0.633   1.43    16.443   -0.958    0.191                 -0.81     54.23    -55.69    -124.39   0.4014730240106583      -45.18    -0.82    251.19999   49.3   0.081   4.502   -84.770004    16.63400079345703   
  2.235   3.6   4    4.69   3.777   3.97   8     0.92   0.516   -0.123    0.668   1.527   15.391   -1.391    0.20107998287677764   -0.998    90.08    -92.43    -173.67   0.45330797457695016     -48.21    -0.92    251.19999   49.3   0.081   3.507   -48.92        15.592079776883125  
  2.235   5.8   5    5.18   3.761   4.64   9     0.69   0.522   -0.263    0.741   1.663   17.68    0.597     0.2048600093126297    -2.113    311.87   97.06     -340.71   0.5614209950566291      160.84    -2.18    251.19999   49.3   0.081   5.664   172.87        17.88486031448841   
  2.285   5.8   5    5.42   3.746   4.61   8     0.75   0.656   0.027     0.791   1.772   17.741   -1.229    0.2892800114154816    0.418     14.84    -138.09   -11.78    0.6354710127115251      -28.3     -0.74    251.19999   49.3   0.081   5.637   -124.16       18.03027923321724   
  2.285   5.4   5    5.15   3.763   4.55   8     0.79   0.571   -0.12     0.722   1.62    17.177   0.208     0.2357299873828888    0.698     48.79    -28.01    31.85     0.5332820042371751      82.52     -0.94    251.19999   49.3   0.081   5.272   -90.21        17.412730033159256  
  2.285   5.2   5    5.04   3.771   4.52   8     0.81   0.544   -0.136    0.691   1.568   17.15    -0.774    0.21872001862525942   0.028     42.86    -81.57    -46.93    0.4873709774017334      -4.3      -0.95    251.19999   49.3   0.081   5.084   -96.14        17.368719637155532  
  2.285   5.0   5    4.95   3.777   4.48   8     0.82   0.532   -0.121    0.668   1.523   16.881   0.105     0.21116000330448154   0.09      -54.97   16.46     44.25     0.45330797457695016     -31.91    -0.81    251.19999   49.3   0.081   4.893   -193.97       17.09216052210331   
  2.285   4.8   5    4.87   3.783   4.43   8     0.84   0.569   0.022     0.645   1.446   16.638   0.111     0.2344700036048889    -0.785    25.86    46.15     -75.49    0.4192449717521668      -14.57    -0.12    251.19999   49.3   0.081   4.698   -113.14       16.87247049188614   
  2.335   6.0   5    5.58   3.737   4.63   8     0.73   0.699   0.103     0.823   1.859   17.919   -0.598    0.3163700006008148    0.169     39.93    -73.62    -28.76    0.6828630204796791      8.85      -0.69    251.19999   49.3   0.081   5.812   -99.07        18.235370626211168  
  2.335   5.8   5    5.42   3.746   4.61   8     0.75   0.673   0.078     0.791   1.769   17.638   0.536     0.29998998618125916   -0.537    19.32    75.22     -39.74    0.6354710127115251      13.97     -0.54    251.19999   49.3   0.081   5.637   -119.68       17.93799047446251   
  2.335   5.4   5    5.15   3.763   4.55   8     0.79   0.602   -0.027    0.721   1.611   17.405   -1.165    0.25525999879837036   0.17      58.24    -130.76   -56.97    0.5318010233044626      -5.81     -0.54    251.19999   49.3   0.081   5.272   -80.759995    17.660260685443877  
  2.335   4.8   5    4.87   3.783   4.43   8     0.84   0.508   -0.139    0.647   1.472   16.792   -0.603    0.19604001021385192   0.385     66.38    -91.28    -27.56    0.4222070218920708      39.82     -0.9     251.19999   49.3   0.081   4.698   -72.62        16.988039827108384  
  2.335   4.2   5    4.73   3.793   4.26   8     0.88   0.461   -0.174    0.612   1.387   16.066   -0.688    0.1664299971461296    -0.175    13.55    -57.97    -43.32    0.37037198305130004     -33.48    -1.27    251.19999   49.3   0.081   4.108   -125.45       16.23242998188734   
  2.335   3.6   4    4.69   3.777   3.97   8     0.92   0.548   -0.057    0.668   1.51    15.571   0.065     0.22123998618125917   -0.546    -55.19   47.14     -8.63     0.45330797457695016     -66.76    -0.52    251.19999   49.3   0.081   3.507   -194.19       15.792240085363389  
  2.385   5.2   5    5.04   3.771   4.52   8     0.81   0.569   -0.061    0.691   1.556   17.108   -0.665    0.2344700036048889    -0.069    -22.94   -55.15    -11.93    0.4873709774017334      -55.27    -0.57    251.19999   49.3   0.081   5.084   -161.94       17.342469805240633  
  2.385   4.4   5    4.75   3.791   4.32   8     0.87   0.5     -0.095    0.618   1.382   16.421   -0.199    0.191                 0.91      23.01    -74.0     55.7      0.37925795692205433     55.19     -0.62    251.19999   49.3   0.081   4.305   -115.99       16.611999526977538  
  2.385   4.2   5    4.73   3.793   4.26   8     0.88   0.464   -0.164    0.611   1.384   16.1     -0.464    0.1683199915885925    0.195     67.73    -69.48    -39.73    0.3688910021185875      37.72     -1.18    251.19999   49.3   0.081   4.108   -71.27        16.26832037305832   
  2.385   2.6   3    5.53   3.702   3.21   8     0.93   0.867   0.335     0.901   2.152   14.503   0.269     0.4222099897861481    0.016     83.59    7.36      -41.97    0.7983810338974         78.12     -0.81    251.19999   49.3   0.081   2.335   -55.410004    14.925210249185563  
  2.385   6.0   5    5.33   3.752   4.67   9     0.67   0.588   -0.143    0.771   1.723   17.939   -0.832    0.24643999969959257   -0.499    120.61   -77.66    -141.63   0.6058510409593583      22.24     -1.39    251.19999   49.3   0.081   5.856   -18.39        18.185439175724984  
