# Dist     Mv     CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy      Vr       UU        VV        g-i                  WW        [Fe/H]   l           b      Av      Mbol     Vgsr          g                   
  1.236    6.2    5    6.2    3.687   4.57   7     0.81   0.961   0.659     0.977   2.344   16.713   -0.033    0.48143001592159274   -0.251   -26.47   11.07     4.96      0.9109369971752168   -27.81    -0.45    251.19999   49.3   0.081   5.29     -165.47       17.194429359793663  
  1.236    6.3    5    6.3    3.682   4.56   5     0.83   1.031   0.854     1.01    2.417   16.841   -0.724    0.5255300114154816    0.189    -16.17   -37.94    6.65      0.9598099858760833   -26.42    -0.05    251.19999   49.3   0.081   5.325    -155.17       17.366529614686964  
  1.236    7.2    5    6.37   3.674   4.71   8     0.63   1.062   0.902     1.057   2.518   17.814   -0.618    0.5450600228309631    0.823    35.12    -61.54    4.09      1.0294170607328414   32.59     -0.17    251.19999   49.3   0.081   6.779    -103.880005   18.359059198856354  
  1.236    6.6    5    6.12   3.705   4.67   8     0.68   0.849   0.385     0.907   2.144   17.238   -2.411    0.4108699855804443    -1.349   157.37   -114.31   -193.77   0.8072670077681543   18.11     -0.71    251.19999   49.3   0.081   6.31     18.369995     17.64887085533142   
  1.285    6.6    5    6.3    3.669   4.6    7     0.79   1.08    0.907     1.092   2.579   17.242   -0.281    0.5564000270366669    -0.224   -13.11   -5.14     -6.61     1.0812520112991333   -24.1     -0.26    251.19999   49.3   0.081   5.56     -152.11       17.79840060687065   
  1.285    6.5    5    6.3    3.673   4.58   6     0.8    1.086   0.962     1.066   2.533   17.043   -0.8      0.5601799783706665    0.188    23.74    -51.89    -19.4     1.0427459774017334   1.13      -0.01    251.19999   49.3   0.081   5.46     -115.26       17.60317924594879   
  1.285    6.0    5    6.2    3.697   4.52   5     0.82   0.964   0.729     0.95    2.244   16.67    0.785     0.4833199915885925    -0.155   0.02     45.14     5.98      0.8709499823451043   17.41     0.05     251.19999   49.3   0.081   5.09     -138.98       17.15332006788254   
  1.285    5.4    5    5.8    3.728   4.48   7     0.89   0.763   0.258     0.85    1.946   15.965   -0.637    0.35669000720977784   0.484    -9.76    -45.21    17.28     0.7228500353097915   -11.33    -0.39    251.19999   49.3   0.081   4.651    -148.76       16.32169015979767   
  1.285    7.2    5    6.37   3.674   4.71   8     0.63   0.99    0.639     1.021   2.473   17.812   -0.249    0.49970000600814823   -1.871   -4.38    43.55     -85.63    0.9761010409593582   -63.43    -0.95    251.19999   49.3   0.081   6.779    -143.38       18.31170028066635   
  1.285    6.8    5    6.21   3.695   4.68   8     0.66   0.919   0.579     0.946   2.248   17.418   0.721     0.45497001862525943   -1.066   23.17    63.99     -50.4     0.8650259703397751   7.27      -0.44    251.19999   49.3   0.081   6.469    -115.83       17.872969286203386  
  1.285    6.6    5    6.12   3.705   4.67   8     0.68   0.827   0.286     0.9     2.137   17.202   0.683     0.3970100138187409    -1.392   -31.66   83.2      -31.84    0.7968999646902084   -44.62    -1.04    251.19999   49.3   0.081   6.31     -170.66       17.59900967812538   
  1.285    6.2    5    5.75   3.726   4.65   8     0.71   0.754   0.209     0.855   1.968   16.877   -1.605    0.351020005106926     -0.676   9.99     -64.97    -63.11    0.7302550282478333   -56.22    -0.62    251.19999   49.3   0.081   5.982    -129.01       17.228020813822745  
  1.285    6.0    5    5.58   3.737   4.63   8     0.73   0.686   0.057     0.822   1.861   16.702   -1.508    0.30817999339103697   -0.882   26.45    -57.33    -80.92    0.6813820395469665   -46.9     -0.86    251.19999   49.3   0.081   5.812    -112.55       17.010179657697677  
  1.335    6.4    5    6.3    3.678   4.59   5     0.82   1.062   0.926     1.033   2.476   17.093   0.074     0.5450600228309631    0.043    -20.14   6.86      15.7      0.9938729887008668   -11.88    0.0      251.19999   49.3   0.081   5.425    -159.14       17.638060434818268  
  1.335    5.7    5    6.0    3.712   4.54   5     0.91   0.856   0.465     0.896   2.099   16.427   -0.822    0.4152800039052963    -0.327   13.75    -36.92    -37.9     0.7909760409593583   -22.95    -0.24    251.19999   49.3   0.081   4.92     -125.25       16.842280049681662  
  1.335    5.3    5    5.6    3.734   4.48   6     0.92   0.783   0.368     0.84    1.892   16.085   -0.338    0.36928999519348144   0.266    -22.34   -21.65    20.45     0.7080399611592294   -18.83    0.07     251.19999   49.3   0.081   4.583    -161.34       16.454289079666136  
  1.335    7.2    5    6.37   3.674   4.71   8     0.63   0.994   0.659     1.024   2.477   17.859   -2.036    0.5022200111150742    -1.218   13.7     -74.63    -100.33   0.9805440720319749   -84.3     -0.89    251.19999   49.3   0.081   6.779    -125.3        18.36121926343441   
  1.335    6.6    5    6.12   3.705   4.67   8     0.68   0.848   0.385     0.907   2.144   17.27    -1.17     0.41023999369144437   -0.923   -105.41  -12.18    1.83      0.8072670077681543   -140.92   -0.71    251.19999   49.3   0.081   6.31     -244.41       17.680240451455116  
  1.335    6.0    5    5.58   3.737   4.63   8     0.73   0.721   0.177     0.824   1.858   16.799   0.151     0.33023000991344453   -0.178   46.26    3.87      -34.31    0.6843440014123916   34.15     -0.43    251.19999   49.3   0.081   5.812    -92.740005    17.129229796290396  
  1.385    6.7    5    6.4    3.664   4.58   5     0.76   1.127   1.014     1.134   2.645   17.404   -0.444    0.5860099837779998    -0.233   -10.51   -15.08    -12.72    1.143453916668892    -28.4     -0.06    251.19999   49.3   0.081   5.595    -149.51       17.99000931239128   
  1.385    6.4    5    6.3    3.678   4.57   7     0.79   1.011   0.771     1.016   2.456   17.19    -0.296    0.512930023431778     0.045    11.75    -20.39    -10.31    0.9686960480213167   1.45      -0.43    251.19999   49.3   0.081   5.425    -127.25       17.702930557489395  
  1.385    6.2    5    6.2    3.687   4.59   7     0.84   0.997   0.775     0.988   2.358   16.988   -1.653    0.504109986782074     0.6      31.19    -117.76   -19.58    0.9272279639840126   -7.44     -0.13    251.19999   49.3   0.081   5.29     -107.81       17.49211085653305   
  1.385    5.6    5    6.0    3.717   4.49   7     0.86   0.84    0.449     0.882   2.056   16.404   0.035     0.40519998347759245   0.756    -24.66   -17.03    52.54     0.7702420430779457   5.53      -0.12    251.19999   49.3   0.081   4.82     -163.66       16.809199312090875  
  1.385    5.4    5    5.8    3.728   4.49   6     0.91   0.797   0.374     0.85    1.95    16.16    -1.699    0.3781099942922592    0.303    11.9     -106.78   -22.88    0.7228500353097915   -32.54    -0.05    251.19999   49.3   0.081   4.651    -127.1        16.53810984170437   
  1.385    7.2    5    6.37   3.674   4.71   8     0.63   1.03    0.809     1.047   2.505   17.952   -1.137    0.5248999819755554    -0.571   94.13    -64.87    -106.02   1.0146070748567582   19.85     -0.43    251.19999   49.3   0.081   6.779    -44.870003    18.476899646282195  
  1.385    6.8    5    6.21   3.695   4.68   8     0.66   0.922   0.589     0.947   2.249   17.646   -0.852    0.4568599942922592    -0.597   44.55    -37.75    -71.62    0.8665070395469665   -10.02    -0.41    251.19999   49.3   0.081   6.469    -94.45        18.102859902739525  
  1.385    6.2    5    5.75   3.726   4.65   8     0.71   0.76    0.238     0.856   1.968   16.97    -1.92     0.3547999939918518    -1.45    11.31    -62.92    -111.5    0.7317360091805458   -93.31    -0.52    251.19999   49.3   0.081   5.982    -127.69       17.324799307346343  
  1.385    6.0    5    5.58   3.737   4.63   8     0.73   0.749   0.277     0.826   1.86    16.79    -0.133    0.34787000811100005   -1.042   28.84    19.83     -70.69    0.6873059632778169   -14.03    -0.13    251.19999   49.3   0.081   5.812    -110.16       17.137870923638342  
  1.435    6.5    5    6.3    3.673   4.58   7     0.81   1.082   0.953     1.065   2.532   17.443   -1.036    0.5576600108146668    0.16     -8.59    -63.29    -5.74     1.0412650847434999   -33.55    -0.03    251.19999   49.3   0.081   5.46     -147.59       18.000660804271696  
  1.435    5.6    5    6.0    3.717   4.49   5     0.87   0.825   0.394     0.881   2.053   16.537   -0.579    0.3957499924898148    -0.07    25.37    -36.4     -29.83    0.7687609738707544   -0.91     -0.27    251.19999   49.3   0.081   4.82     -113.63       16.932750648617745  
  1.435    7.0    5    6.29   3.684   4.7    8     0.65   0.934   0.515     0.97    2.353   17.929   -0.497    0.4644200096130371    -0.971   83.7     -14.1     -109.65   0.90057004237175     17.21     -1.03    251.19999   49.3   0.081   6.625    -55.300003    18.393420864105224  
  1.435    6.8    5    6.21   3.695   4.68   8     0.66   0.904   0.516     0.94    2.241   17.646   -1.277    0.4455199900865555    -0.95    112.18   -65.78    -140.56   0.8561399964690208   15.28     -0.63    251.19999   49.3   0.081   6.469    -26.82        18.09151989853382   
  1.435    6.6    5    6.12   3.705   4.67   8     0.68   0.823   0.265     0.9     2.134   17.53    -0.514    0.39449000871181483   -1.056   37.08    -2.48     -85.47    0.7968999646902084   -21.36    -1.12    251.19999   49.3   0.081   6.31     -101.92       17.924490695357324  
  1.435    6.4    5    5.93   3.716   4.66   8     0.7    0.791   0.255     0.879   2.057   17.283   -0.778    0.37433000540733335   0.37     75.89    -73.08    -42.62    0.7657990120053293   45.13     -0.76    251.19999   49.3   0.081   6.148    -63.11        17.657330951452256  
  1.435    6.0    5    5.58   3.737   4.63   8     0.73   0.709   0.136     0.823   1.858   16.924   -0.57     0.32266999459266665   -0.856   52.75    -15.59    -86.09    0.6828630204796791   -4.85     -0.57    251.19999   49.3   0.081   5.812    -86.25        17.24666978096962   
  1.485    5.5    5    5.8    3.723   4.5    7     0.92   0.772   0.245     0.866   2.0     16.354   -0.581    0.3623600093126297    -0.719   27.7     -15.87    -65.55    0.7465459950566293   -21.23    -0.56    251.19999   49.3   0.081   4.751    -111.3        16.716360100865366  
  1.485    6.8    5    6.21   3.695   4.68   8     0.66   0.916   0.567     0.945   2.247   17.826   -2.054    0.4530800054073334    0.358    91.43    -154.12   -77.01    0.8635449894070626   15.17     -0.47    251.19999   49.3   0.081   6.469    -47.57        18.27908021903038   
  1.585    6.6    5    6.3    3.669   4.6    5     0.78   1.11    0.998     1.102   2.592   17.713   -0.176    0.5753000090122223    -0.787   22.14    12.88     -60.92    1.0960619971752168   -16.83    -0.01    251.19999   49.3   0.081   5.56     -116.86       18.28829935288429   
  1.585    6.4    5    6.3    3.678   4.59   7     0.82   1.044   0.872     1.027   2.469   17.5     -0.745    0.5337200186252594    -0.574   46.34    -36.21    -75.62    0.9849869265556337   -10.49    -0.15    251.19999   49.3   0.081   5.425    -92.66        18.03372001862526   
  1.585    5.9    5    6.1    3.701   4.55   6     0.86   0.912   0.586     0.924   2.185   16.92    0.114     0.45056000030040744   -0.338   0.62     19.47     -16.82    0.8324440367221833   -7.48     -0.2     251.19999   49.3   0.081   5.055    -138.38       17.37056007659435   
  1.585    6.8    5    6.21   3.695   4.68   8     0.66   0.877   0.4       0.929   2.229   17.947   -1.272    0.42850998377799987   -0.094   17.11    -81.2     -41.69    0.839849029660225    -33.88    -1.0     251.19999   49.3   0.081   6.469    -121.89       18.37551048731804   
  1.585    6.6    5    6.12   3.705   4.67   8     0.68   0.842   0.357     0.905   2.142   17.72    -0.342    0.40646000480651856   -0.0060  36.17    -29.17    -29.65    0.8043049576282502   15.48     -0.8     251.19999   49.3   0.081   6.31     -102.83       18.12645931816101   
  1.585    6.4    5    5.93   3.716   4.66   8     0.7    0.786   0.231     0.877   2.056   17.536   0.295     0.37118000841140747   -1.479   94.17    53.1      -134.19   0.7628369618654252   29.67     -0.84    251.19999   49.3   0.081   6.148    -44.83        17.90717930650711   
  1.585    6.2    5    5.75   3.726   4.65   8     0.71   0.764   0.251     0.857   1.968   17.215   -1.118    0.35731999909877776   0.075    42.37    -82.87    -44.79    0.7332169901132584   -3.55     -0.48    251.19999   49.3   0.081   5.982    -96.630005    17.572320151686668  
  1.635    6.4    5    6.3    3.678   4.55   7     0.78   1.018   0.793     1.017   2.458   17.579   -1.278    0.5173400042057037    0.347    46.69    -106.87   -35.82    0.9701769406795502   2.79      -0.36    251.19999   49.3   0.081   5.36     -92.31        18.096340477228164  
  1.635    5.4    5    5.8    3.728   4.48   7     0.88   0.752   0.222     0.85    1.945   16.454   -0.698    0.3497599837779999    0.406    31.83    -67.93    -11.06    0.7228500353097915   14.15     -0.49    251.19999   49.3   0.081   4.651    -107.17       16.80376045680046   
  1.635    6.6    5    6.12   3.705   4.67   8     0.68   0.828   0.294     0.9     2.138   17.656   -1.79     0.39764000570774083   -0.228   98.29    -129.69   -111.34   0.7968999646902084   3.04      -1.01    251.19999   49.3   0.081   6.31     -40.71        18.05364014303684   
  1.635    6.2    5    5.75   3.726   4.65   8     0.71   0.769   0.271     0.857   1.969   17.364   -0.137    0.3604699960947037    -0.466   33.3     1.55      -50.1     0.7332169901132584   3.56      -0.42    251.19999   49.3   0.081   5.982    -105.7        17.724470316529274  
  1.685    6.4    5    5.93   3.716   4.66   8     0.7    0.766   0.14      0.874   2.052   17.527   -1.463    0.35857998287677767   -1.109   42.69    -64.93    -123.49   0.7583940190672875   -62.24    -1.18    251.19999   49.3   0.081   6.148    -96.31        17.88558041012287   
  1.685    6.2    5    5.75   3.726   4.65   8     0.71   0.722   0.076     0.849   1.967   17.339   -1.073    0.33086000180244446   -0.101   1.37     -69.04    -30.0     0.7213689661026002   -41.76    -1.11    251.19999   49.3   0.081   5.982    -137.63       17.669860703706743  
  1.685    6.0    5    5.58   3.737   4.63   8     0.73   0.738   0.237     0.825   1.859   17.188   -0.621    0.3409399846792221    -0.821   97.22    -30.57    -121.88   0.6858249823451044   20.53     -0.25    251.19999   49.3   0.081   5.812    -41.78        17.528939710021017  
  1.735    5.8    5    6.0    3.707   4.54   6     0.87   0.888   0.539     0.911   2.144   17.001   -0.308    0.4354400072097778    -0.109   57.18    -29.11    -48.76    0.8131910197734833   27.66     -0.18    251.19999   49.3   0.081   5.02     -81.82        17.43643945789337   
  1.735    5.6    5    5.8    3.717   4.54   7     0.91   0.833   0.426     0.882   2.055   16.905   -0.819    0.4007900027036667    -0.355   36.11    -50.48    -62.09    0.7702420430779457   -16.92    -0.19    251.19999   49.3   0.081   4.851    -102.89       17.305790689349173  
  1.735    6.2    5    5.75   3.726   4.65   8     0.71   0.711   0.036     0.849   1.967   17.48    -1.789    0.3239300159215927    0.776    136.69   -184.6    -77.09    0.7213689661026002   66.35     -1.29    251.19999   49.3   0.081   5.982    -2.3099976    17.80392955815792   
  1.735    6.0    5    5.58   3.737   4.63   8     0.73   0.703   0.116     0.823   1.859   17.31    -0.441    0.3188900057077408    0.464    30.03    -55.65    -0.19     0.6828630204796791   24.03     -0.64    251.19999   49.3   0.081   5.812    -108.97       17.628889471650123  
  1.735    5.8    5    5.42   3.746   4.61   8     0.75   0.676   0.09      0.791   1.768   17.174   -1.806    0.3018799993991852    -0.171   94.92    -139.02   -109.24   0.6354710127115251   -2.28     -0.49    251.19999   49.3   0.081   5.637    -44.08        17.475879785776137  
  1.785    5.4    5    5.8    3.728   4.49   6     0.91   0.781   0.319     0.85    1.949   16.817   -0.952    0.3680300114154816    0.288    14.92    -83.35    -13.02    0.7228500353097915   -14.03    -0.21    251.19999   49.3   0.081   4.651    -124.08       17.185029446840286  
  1.785    6.0    5    5.58   3.737   4.63   8     0.73   0.671   0.0060    0.822   1.863   17.388   -0.721    0.29873000240325925   0.129    47.51    -67.01    -37.78    0.6813820395469665   13.33     -1.07    251.19999   49.3   0.081   5.812    -91.490005    17.68673049068451   
  1.835    5.2    5    5.6    3.74    4.46   7     0.91   0.728   0.218     0.816   1.83    16.649   -0.264    0.3346399906873703    -0.158   -13.37   -9.94     -8.15     0.6724959774017334   -27.03    -0.22    251.19999   49.3   0.081   4.483    -152.37       16.98364015853405   
  1.835    6.2    5    5.75   3.726   4.65   8     0.71   0.738   0.139     0.851   1.968   17.531   0.0       0.3409399846792221    -0.065   2.2      2.32      -5.52     0.7243310162425041   -0.94     -0.86    251.19999   49.3   0.081   5.982    -136.8        17.871940122008322  
  1.835    6.4    5    5.66   3.731   4.72   9     0.64   0.668   -0.064    0.84    1.921   17.761   -1.038    0.2968399891853333    -0.681   -31.0    -41.19    -49.11    0.7080399611592294   -92.3     -1.64    251.19999   49.3   0.081   6.219    -170.0        18.057839668750763  
  1.885    6.0    5    6.2    3.697   4.53   6     0.84   0.936   0.628     0.941   2.235   17.476   0.173     0.46567999339103694   0.236    -5.95    4.08      23.43     0.8576209774017334   12.36     -0.23    251.19999   49.3   0.081   5.09     -144.95       17.94167982554436   
  1.885    6.0    5    5.58   3.737   4.63   8     0.73   0.724   0.189     0.824   1.858   17.487   -0.599    0.33211998558044437   -0.064   61.11    -55.46    -56.49    0.6843440014123916   19.23     -0.39    251.19999   49.3   0.081   5.812    -77.89        17.819119497299194  
  1.885    5.8    5    5.42   3.746   4.61   8     0.75   0.633   -0.049    0.791   1.777   17.358   -0.777    0.2747900102138519    -0.519   74.65    -52.01    -99.16    0.6354710127115251   3.31      -1.05    251.19999   49.3   0.081   5.637    -64.35        17.632789811849594  
  1.935    6.3    5    6.3    3.682   4.55   5     0.81   1.04    0.884     1.014   2.421   17.822   0.033     0.5311999759674072    -0.062   12.78    2.63      -11.25    0.9657340861558914   8.42      0.03     251.19999   49.3   0.081   5.325    -126.22       18.353200479507446  
  1.935    6.4    5    5.93   3.716   4.66   8     0.7    0.787   0.237     0.877   2.056   17.868   -0.649    0.3718100003004074    -0.748   26.84    -22.7     -83.38    0.7628369618654252   -38.78    -0.82    251.19999   49.3   0.081   6.148    -112.16       18.239810030817985  
  1.935    6.0    5    5.58   3.737   4.63   8     0.73   0.66    -0.033    0.822   1.864   17.585   -1.024    0.29180001652240756   -1.354   96.43    -39.47    -176.7    0.6813820395469665   -27.63    -1.25    251.19999   49.3   0.081   5.812    -42.57        17.876799100995065  
  1.985    6.4    5    5.93   3.716   4.66   8     0.7    0.789   0.246     0.878   2.057   17.987   -0.212    0.3730699840784073    -1.254   122.06   14.89     -167.88   0.7643180310726165   28.43     -0.79    251.19999   49.3   0.081   6.148    -16.940002    18.360069495797156  
  1.985    6.0    5    5.58   3.737   4.63   8     0.73   0.726   0.195     0.824   1.858   17.637   -0.0010   0.3333800069093704    -1.123   23.35    46.47     -92.48    0.6843440014123916   -31.62    -0.38    251.19999   49.3   0.081   5.812    -115.65       17.970379137158393  
  2.035    6.0    5    5.58   3.737   4.63   8     0.73   0.722   0.182     0.824   1.858   17.546   0.0010    0.33086000180244446   -0.354   44.2     7.42      -52.52    0.6843440014123916   17.6      -0.41    251.19999   49.3   0.081   5.812    -94.8         17.876859528779985  
  2.185    6.2    5    5.75   3.726   4.65   8     0.71   0.749   0.187     0.854   1.968   17.997   -0.684    0.34787000811100005   -0.895   28.08    -20.88    -104.98   0.7287739590406419   -54.22    -0.7     251.19999   49.3   0.081   5.982    -110.92       18.344869748711584  
  2.185    6.0    5    5.58   3.737   4.63   8     0.73   0.711   0.146     0.824   1.857   17.776   -1.351    0.3239300159215927    -0.691   128.9    -110.9    -170.39   0.6843440014123916   0.53      -0.53    251.19999   49.3   0.081   5.812    -10.100006    18.09992908513546   
  2.185    5.8    5    5.42   3.746   4.61   8     0.75   0.66    0.039     0.791   1.771   17.591   -0.211    0.29180001652240756   0.017    8.99     -21.28    -10.13    0.6354710127115251   -2.29     -0.69    251.19999   49.3   0.081   5.637    -130.01       17.882799619793893  
  2.235    5.8    5    5.42   3.746   4.61   8     0.75   0.67    0.07      0.791   1.769   17.679   -0.31     0.29810001051425933   0.282    12.22    -44.98    5.59      0.6354710127115251   8.2       -0.57    251.19999   49.3   0.081   5.637    -126.78       17.977100865006445  
  2.335    5.7    5    6.0    3.712   4.53   7     0.88   0.816   0.306     0.889   2.089   17.602   -0.743    0.39007999038696295   0.113    15.9     -79.14    -22.9     0.7806089978814126   -19.61    -0.71    251.19999   49.3   0.081   4.92     -123.1        17.992079273223876  
  2.335    5.5    5    5.8    3.723   4.48   7     0.88   0.781   0.278     0.866   2.0     17.451   -0.455    0.3680300114154816    0.155    -32.0    -44.38    18.79     0.7465459950566293   -39.21    -0.45    251.19999   49.3   0.081   4.751    -171.0        17.819030225038528  
  2.335    5.8    5    5.42   3.746   4.61   8     0.75   0.665   0.053     0.791   1.77    17.63    -1.029    0.29495001351833344   -0.213   75.78    -101.03   -95.1     0.6354710127115251   -5.49     -0.64    251.19999   49.3   0.081   5.637    -63.22        17.924949174284937  
  2.435    5.8    5    5.42   3.746   4.61   8     0.75   0.661   0.042     0.791   1.771   17.878   0.159     0.2924300084114075    -0.954   50.65    58.48     -107.59   0.6354710127115251   -4.59     -0.68    251.19999   49.3   0.081   5.637    -88.35        18.170430267810822  
  2.535    5.8    5    5.42   3.746   4.61   8     0.75   0.643   -0.016    0.791   1.775   17.883   -0.686    0.28109000420570374   -0.703   104.15   -50.71    -149.02   0.6354710127115251   1.97      -0.9     251.19999   49.3   0.081   5.637    -34.85        18.16408942437172   
  2.585    5.8    5    5.42   3.746   4.61   8     0.75   0.633   -0.047    0.791   1.777   17.868   -0.909    0.2747900102138519    -0.264   51.19    -89.5     -85.71    0.6354710127115251   -27.08    -1.04    251.19999   49.3   0.081   5.637    -87.81        18.14279004073143   
  2.635    5.8    5    5.42   3.746   4.61   8     0.75   0.609   -0.122    0.793   1.78    17.937   -0.04     0.25967001712322235   0.044    54.06    -18.31    -30.69    0.6384329745769501   41.24     -1.44    251.19999   49.3   0.081   5.637    -84.94        18.196670291781427  
  2.735    5.8    5    5.42   3.746   4.61   8     0.75   0.661   0.04      0.791   1.771   17.984   -0.79     0.2924300084114075    0.348    46.45    -118.58   -23.1     0.6354710127115251   9.59      -0.69    251.19999   49.3   0.081   5.637    -92.55        18.276429260730744  
  3.535    3.0    3    5.47   3.707   3.39   8     0.93   0.833   0.271     0.89    2.114   15.839   0.352     0.4007900027036667    -0.658   139.74   74.33     -151.7    0.7820899788141251   81.4      -0.86    251.19999   49.3   0.081   2.748    0.7400055     16.239789750933646  
  3.735    2.8    3    5.5    3.704   3.3    8     0.93   0.822   0.191     0.896   2.137   15.779   -0.027    0.3938600168228149    -0.279   83.92    2.37      -89.59    0.7909760409593583   38.4      -1.26    251.19999   49.3   0.081   2.541    -55.08        16.17286029911041   
  3.935    3.4    4    5.34   3.719   3.61   8     0.92   0.762   0.15      0.866   2.024   16.514   -0.392    0.3560600153207779    -0.07    0.68     -55.77    -29.93    0.7465459950566293   -38.94    -0.88    251.19999   49.3   0.081   3.183    -138.32       16.870059954285622  
  8.285    3.2    4    5.0    3.749   3.63   9     0.81   0.537   -0.218    0.788   1.774   17.779   -0.107    0.21431000030040742   -0.171   47.59    -12.95    -90.44    0.6310279816389084   -14.45    -2.56    251.19999   49.3   0.081   3.062    -91.41        17.99330932891369   
  9.335    0.8    3    5.52   3.702   2.44   9     0.82   0.803   0.133     0.911   2.151   15.689   0.092     0.38188998317718503   0.019    151.62   -1.51     -76.32    0.8131910197734833   137.43    -1.69    251.19999   49.3   0.081   0.555    12.619995     16.070890112876892  
  9.535    1.0    3    5.49   3.705   2.54   9     0.82   0.883   0.402     0.902   2.119   16.015   -0.191    0.43229001021385194   -0.444   288.98   -36.37    -350.03   0.7998620148301125   86.08     -0.56    251.19999   49.3   0.081   0.764    149.98001     16.44728939986229   
  12.435   2.4    3    5.28   3.724   3.19   9     0.82   0.679   -0.036    0.856   1.99    17.936   -0.327    0.30377001261711123   -0.157   53.99    -129.53   -153.77   0.7317360091805458   -89.9     -1.63    251.19999   49.3   0.081   2.208    -85.009995    18.23977083659172   
  14.135   0.0    3    5.69   3.688   2.05   9     0.82   0.992   0.588     0.955   2.288   15.753   -0.259    0.5009599897861481    -0.199   218.97   -128.6    -280.57   0.8783549752831459   24.73     -0.66    251.19999   49.3   0.081   -0.289   79.97         16.25396024918556   
  16.285   1.2    3    5.45   3.708   2.63   9     0.82   0.725   0.0030    0.902   2.116   17.313   -0.025    0.3327500150203705    -0.471   150.22   129.14    -366.72   0.7998620148301125   -64.66    -2.34    251.19999   49.3   0.081   0.972    11.220001     17.645749740362167  
  21.785   0.4    3    5.13   3.737   2.45   9     0.78   0.61    -0.042    0.822   1.864   17.102   0.0020    0.2603000090122223    -0.186   295.19   33.19     -323.55   0.6813820395469665   135.11    -1.59    251.19999   49.3   0.081   0.253    156.19        17.362299291849137  
  23.685   1.0    3    5.49   3.705   2.54   9     0.82   0.757   0.054     0.909   2.132   17.865   -0.115    0.35291001832485197   -0.214   41.21    -1.4      -238.26   0.8102289696335794   -140.03   -2.06    251.19999   49.3   0.081   0.764    -97.79        18.217909789443016  
  23.985   0.4    3    5.19   3.732   2.42   9     0.82   0.605   -0.08     0.838   1.916   17.321   -0.143    0.2571500120162964    -0.227   151.14   -43.83    -328.41   0.7050779992938043   -80.2     -2.22    251.19999   49.3   0.081   0.2      12.139999     17.57814915752411   
  41.085   -1.4   3    6.08   3.654   1.29   9     0.82   1.186   0.738     1.167   2.686   16.745   -0.0020   0.623179993391037     -0.108   172.8    62.15     -263.26   1.1923270819187166   30.8      -1.63    251.19999   49.3   0.081   -1.845   33.800003     17.368180832624436  
  42.485   -0.4   3    5.78   3.68    1.84   9     0.82   0.985   0.454     0.985   2.378   17.788   -0.031    0.49655000901222235   -0.063   121.03   -17.05    -186.03   0.922785021185875    3.44      -1.42    251.19999   49.3   0.081   -0.719   -17.970001    18.284550115823745  
  0.536    7.2    5    6.5    3.644   4.61   7     0.72   1.222   1.14      1.29    2.939   15.968   -3.628    0.6458600018024445    0.768    -9.68    -85.64    -4.59     1.3744899435043336   -40.25    -0.09    251.19999   49.3   0.081   5.965    -148.68       16.613860413789748  
  0.536    7.2    5    6.5    3.644   4.62   6     0.74   1.206   1.087     1.286   2.906   15.977   -0.646    0.6357799813747406    0.807    -36.74   -16.19    33.39     1.3685660197734835   -25.77    -0.22    251.19999   49.3   0.081   5.965    -175.74       16.61278021788597   
  0.536    7.1    5    6.5    3.648   4.64   6     0.75   1.207   1.121     1.263   2.875   15.768   -1.379    0.6364100108146667    -1.156   51.1     -26.16    -62.75    1.3345030169487      9.06      -0.08    251.19999   49.3   0.081   5.93     -87.9         16.40440965986252   
  0.536    7.0    5    6.29   3.684   4.7    8     0.65   0.973   0.692     0.992   2.381   15.803   -0.77     0.48898999369144436   -2.5     55.01    2.78      -86.19    0.9331519759893419   3.15      -0.47    251.19999   49.3   0.081   6.625    -83.990005    16.29199044382572   
  0.586    7.4    5    6.5    3.637   4.62   7     0.72   1.247   1.157     1.344   3.046   16.227   -1.589    0.6616099867820739    -0.598   60.07    -41.97    -61.32    1.4544639731645586   17.67     -0.13    251.19999   49.3   0.081   6.125    -78.93        16.88860926961899   
  0.586    7.1    5    6.5    3.648   4.63   7     0.74   1.156   0.958     1.246   2.804   16.054   0.833     0.6042800114154816    -0.658   -19.14   32.54     4.58      1.3093260762691499   -12.49    -0.52    251.19999   49.3   0.081   5.93     -158.14       16.65828086590767   
  0.636    7.0    5    6.5    3.652   4.6    6     0.73   1.194   1.116     1.233   2.81    16.067   -3.035    0.6282200036048889    0.596    14.03    -89.26    -20.17    1.29007305932045     -22.66    -0.05    251.19999   49.3   0.081   5.83     -124.97       16.695219439029692  
  0.636    7.1    5    6.5    3.648   4.64   7     0.75   1.153   0.948     1.244   2.801   16.131   -1.691    0.6023899981975556    -0.368   12.84    -40.51    -29.94    1.306363937854767    -18.67    -0.55    251.19999   49.3   0.081   5.93     -126.16       16.733390516996383  
  0.636    7.0    5    6.5    3.652   4.62   7     0.76   1.176   1.057     1.228   2.797   16.112   0.774     0.6168799993991851    -0.62    -1.37    29.15     -6.63     1.2826680663824082   0.88      -0.21    251.19999   49.3   0.081   5.83     -140.37       16.728879511117935  
  0.636    6.8    5    6.4    3.66    4.61   6     0.76   1.147   1.039     1.168   2.698   15.855   -2.383    0.5986099717617035    0.587    26.28    -75.04    -22.62    1.19380797457695     -4.55     -0.09    251.19999   49.3   0.081   5.695    -112.72       16.453609513998032  
