oid_1,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,oid_2,vrad,verr,R,absverr,delta_vgsr,vgsr
211,161.644041667,0.333777777778,49.4414801653,12.7777,12.7765,-124.184,11.634,4584.43,4751.96,4.99989239108,-0.77008765276,4.44326763296E-4,29.0467,211,9.0448,3.92,0.95,3.9200000762939453,-136.96170042419433,-127.91690042419434
212,161.802833333,0.227280555556,58.979937747,45.5508,45.5468,-91.5324,11.175,5238.79,4750.0,5.0,-2.0,0.4,28.9204,212,37.8487,2.596,0.94,2.5959999561309814,-137.08320032348632,-99.23450032348632
213,161.518208333,0.454652777778,27.8087723538,12.7909,12.7898,-123.964,13.573,4926.41,4782.71,4.99998167704,-0.827648771914,6.49358198765E-4,12.0244,213,8.3496,6.1,0.88,6.099999904632568,-136.7549002304077,-128.4053002304077
214,161.404625,0.567369444444,38.0542416187,-20.7697,-20.7679,-157.324,9.959,5135.01,5123.44,4.99900491068,-0.481395443064,4.51550490131E-5,12.5302,214,-24.6106,4.94,0.92,4.940000057220459,-136.55430090332032,-161.16490090332033
215,161.89025,0.169541666667,51.1661864682,23.4313,23.4292,-113.712,10.463,5033.65,5236.87,4.97364153692,-0.471481336162,3.33946677452E-4,22.0788,215,17.9273,3.967,0.93,3.9670000076293945,-137.14329920959472,-119.21599920959471
216,161.528291667,0.490122222222,28.7600642626,58.8151,58.8101,-77.8242,11.698,4125.74,5126.9,3.68516022484,-0.801811844319,0.306881576429,15.6966,216,47.2562,6.44,0.84,6.440000057220459,-136.63930162353518,-89.38310162353517
217,161.516125,0.542288888889,61.2309730093,37.7161,37.7129,-98.779,11.272,5649.52,4826.49,4.05866213433,-1.15253322994,0.304897226082,37.4809,217,32.1417,2.985,0.95,2.984999895095825,-136.4950987854004,-104.35339878540039
218,161.473125,0.595502777778,25.6457072631,58.5051,58.5001,-77.8849,11.048,5117.45,5283.05,4.15581206195,-0.500125659871,0.344851657301,9.96834,218,51.6756,8.877,0.85,8.876999855041504,-136.39000025024416,-84.71440025024415
220,161.736791667,0.325155555556,42.5713225644,165.19,165.176,28.3076,9.12,4541.25,5274.17,3.93964295764,-0.936399530304,9.94079447293E-6,15.2698,220,161.879,4.006,0.94,4.00600004196167,-136.88240244140624,24.99659755859375
221,161.613,0.517802777778,72.804381924,25.9506,25.9483,-110.495,9.361,5089.74,4744.86,4.48622040945,-0.335077458683,0.00100175671571,43.3605,221,19.8462,2.808,0.95,2.808000087738037,-136.44559967041016,-116.59939967041016
222,161.784416667,0.353816666667,37.4442611473,30.6987,30.696,-106.025,10.997,4435.06,4825.35,3.18635872065,-1.15080302035,0.284678037182,51.473,222,24.7748,5.468,0.91,5.4679999351501465,-136.72369995117188,-111.94889995117188
223,162.065875,-0.0331722222222,87.6835783491,22.221,22.219,-115.307,9.821,4291.32,4460.56,4.71796768938,-0.386252554649,6.22217683276E-4,102.332,223,16.8622,1.84,0.96,1.840000033378601,-137.52800067138674,-120.66580067138673
224,161.717375,0.456044444444,29.7930212464,298.543,298.517,162.02,9.607,5997.12,4000.44,1.99381588715,-3.43339386876,0.398704915905,66.7095,224,294.1946,7.777,0.81,7.7769999504089355,-136.52299926757811,157.67160073242187
225,161.586,0.642380555556,47.4085107816,-20.3992,-20.3974,-156.498,11.267,4372.37,4379.71,4.24088186915,-0.760614614506,0.131444524075,18.8003,225,-25.2397,3.577,0.94,3.5769999027252197,-136.09879956054687,-161.33849956054686
226,161.783458333,0.386988888889,60.6946221522,42.0118,42.0081,-94.6141,9.116,4977.94,4040.44,2.49686334992,-1.02852653382,0.395380721018,43.5127,226,37.913,3.201,0.94,3.2009999752044678,-136.62589885864259,-98.71289885864259
227,161.898,0.277538888889,47.4943728678,24.7629,24.7607,-112.046,8.732,5583.0,4275.0,2.98258772582,-1.53376101631,0.374504724538,68.833,227,19.2304,4.089,0.93,4.089000225067139,-136.8088993988037,-117.5784993988037
228,161.591375,0.722719444444,31.1850222901,223.428,223.409,87.5591,10.912,5206.43,4316.09,3.81774005524,-2.56531139516,0.22538956605,16.8969,228,219.051,4.724,0.84,4.723999977111816,-135.86889377441406,83.18210622558593
229,161.530291667,0.820397222222,52.4529062402,-5.2662,-5.2658,-140.897,9.767,4645.59,4507.06,3.00023009383,-0.904101243428,0.399983918213,26.3719,229,-10.0971,3.806,0.95,3.805999994277954,-135.6307999343872,-145.7278999343872
230,161.655416667,0.667738888889,60.3119778151,1.5236,1.5235,-134.412,9.152,4806.02,4509.07,3.00096772145,-0.938269110777,0.399940719603,43.4594,230,-3.1244,2.835,0.95,2.8350000381469727,-135.93559998226166,-139.05999998226167
231,162.050666667,0.0859638888889,44.2037394465,154.221,154.208,17.0203,10.615,4718.56,5499.64,4.99958061559,-0.319065120703,9.42317104648E-4,57.2905,231,152.8403,3.669,0.92,3.6689999103546143,-137.2006930419922,15.639606958007818
232,161.8235,0.418813888889,63.7813753597,220.844,220.824,84.3495,9.445,4644.18,6500.0,5.0,-0.525,0.0,55.9639,232,215.732,3.045,0.94,3.0450000762939453,-136.494494140625,79.237505859375
233,161.84625,0.420577777778,64.2447369865,53.2892,53.2845,-83.1562,9.912,4952.37,5114.05,4.99965821004,-0.496789508056,1.07581509152E-5,37.0402,233,49.181,2.594,0.95,2.5940001010894775,-136.44539982910158,-87.26439982910158
234,161.915791667,0.328419444444,74.3332570622,-1.0371,-1.037,-137.667,9.981,4416.03,4312.04,4.09718898893,-0.6255955187,2.54211781332E-4,46.5634,234,-6.1248,3.879,0.95,3.878999948501587,-136.62990004253388,-142.75470004253387
235,161.875666667,0.442591666667,40.9957734697,28.1393,28.1368,-108.2,10.607,4702.19,4586.09,5.0,-1.5,0.4,22.3389,235,23.1343,2.646,0.94,2.6459999084472656,-136.33929939270018,-113.20499939270019
236,161.830833333,0.487008333333,25.385013803,-52.5569,-52.5523,-188.812,11.134,4519.79,5139.37,4.15128963279,-1.15129970146,0.278969533636,7.30348,236,-56.8037,4.67,0.84,4.670000076293945,-136.25509997558595,-193.05879997558594
237,161.741708333,0.690375,30.7714307585,173.411,173.396,37.6384,11.005,6134.83,5000.0,5.0,-1.575,0.0,19.5213,237,168.7254,3.991,0.91,3.990999937057495,-135.77259548339845,32.95280451660156
238,161.649125,0.890838888889,22.7746421744,64.5481,64.5425,-70.7238,12.872,5187.3,5249.9,4.40642096453,-0.351897509091,0.0536457887953,8.48921,238,54.8523,8.259,0.8,8.258999824523926,-135.2719033325195,-80.41960333251951
239,161.822833333,0.5691,58.315362629,44.476,44.4721,-91.5493,9.61,4305.06,4705.57,4.99999290512,-0.361878355764,4.49330137327E-4,27.0279,239,38.0943,2.612,0.95,2.611999988555908,-136.02530173950197,-97.93100173950197
240,161.737791667,0.861977777778,43.8409719641,34.6699,34.6669,-100.574,9.336,4970.77,5153.95,4.99995197359,3.20648314777E-4,5.14617805574E-5,17.3748,240,29.4415,4.959,0.92,4.959000110626221,-135.24389898681642,-105.80239898681641
241,162.041291667,0.137397222222,45.1037094316,81.5986,81.5913,-55.4534,9.924,4325.82,4874.54,4.84322972254,-1.54662286327,0.198203984323,17.835,241,76.2176,3.167,0.94,3.1670000553131104,-137.05200229492186,-60.83440229492186
242,161.881125,0.482661111111,30.1255217068,42.8996,42.8958,-93.3127,9.534,0.0,4543.23,3.23487332389,-1.08981127079,2.25514107019E-4,41.6426,242,38.6403,9.583,0.69,9.583000183105469,-136.21230098266602,-97.57200098266603
243,161.922416667,0.491725,35.1875190802,137.746,137.734,1.60544,10.623,4465.64,5438.23,3.24898438506,-1.02377241682,2.99408604128E-6,13.0818,243,133.354,5.13,0.91,5.130000114440918,-136.14056219726564,-2.7865621972656243
244,162.026458333,0.242061111111,46.9206353379,67.2554,67.2494,-69.4991,10.137,5798.03,5438.89,4.99992837021,-0.357581351731,0.00102374000272,25.7615,244,56.6808,2.641,0.94,2.6410000324249268,-136.75450161132812,-80.07370161132812
245,162.061791667,0.105780555556,70.9148539018,-3.2808,-3.2805,-140.394,10.019,6106.92,5250.0,5.0,-0.525,0.0,42.418,245,-8.01,2.737,0.96,2.736999988555908,-137.11319989585877,-145.12319989585876
246,161.880458333,0.686405555556,43.5730111399,33.9703,33.9673,-101.625,10.572,6102.04,4883.79,4.49952011504,-1.50010660071,0.368972815921,17.3762,246,27.2863,3.723,0.94,3.7230000495910645,-135.59529876708984,-108.30899876708985
247,161.891833333,0.694488888889,27.9959152512,135.158,135.146,-0.407289,11.875,5128.06,5000.0,4.725,-0.5,0.0,63.5569,247,134.7724,5.568,0.85,5.567999839782715,-135.56529376074218,-0.7928937607421744
248,161.848791667,0.916666666667,40.2931851742,32.2523,32.2494,-102.684,9.375,4099.24,5000.0,5.0,-0.5,0.0,70.8355,248,23.1478,3.605,0.92,3.6050000190734863,-134.93630026245117,-111.78850026245117
249,161.965958333,0.534241666667,47.8768867938,-18.9283,-18.9266,-154.87,10.235,4714.21,4752.07,4.99964772628,-0.68323272149,1.90086716133E-4,20.2002,249,-22.8385,3.157,0.94,3.1570000648498535,-135.94169914245606,-158.78019914245607
250,162.043166667,0.247325,46.5964824609,74.6067,74.6,-62.1112,10.636,4372.41,4500.17,4.991606493,-0.980355816404,3.45142645596E-4,27.7176,250,70.2654,3.4,0.93,3.4000000953674316,-136.71789708251953,-66.45249708251953
251,161.893666667,0.953111111111,37.547482959,160.269,160.255,25.4893,9.603,4611.08,6500.0,5.0,0.0,0.0,17.2085,251,153.7909,3.426,0.9,3.4260001182556152,-134.7796971923828,19.011202807617195
252,162.045708333,0.174608333333,30.6503721429,11.1222,11.1212,-125.806,9.51,4398.74,5000.0,5.0,-1.5,0.4,38.1174,252,6.7213,6.072,0.89,6.072000026702881,-136.92820001220701,-130.206900012207
253,162.067958333,0.17745,54.0571585602,55.1064,55.1014,-81.7884,10.033,5061.05,5088.82,4.54291811101,-0.467650965338,1.63072805673E-4,27.6743,253,50.4677,3.773,0.93,3.7730000019073486,-136.8947995361328,-86.4270995361328
254,162.034083333,0.508794444444,51.701257427,30.1555,30.1528,-105.781,10.509,4649.56,5266.88,4.0000329522,-1.10121130539,7.63306889793E-4,25.6695,254,27.0844,3.119,0.94,3.11899995803833,-135.9365004119873,-108.85210041198731
255,162.007625,0.688738888889,26.3831919021,28.8429,28.8404,-106.582,12.865,4839.22,5692.57,4.99999158685,-8.03093887804E-4,0.00205939067257,10.3721,255,26.1393,8.218,0.82,8.218000411987305,-135.42489932250976,-109.28559932250977
256,161.996583333,0.874661111111,54.4035294678,18.22,18.2183,-116.654,10.432,4723.85,4750.0,5.0,-1.0,2.5E-4,32.5464,256,14.2099,3.017,0.94,3.0169999599456787,-134.8739993133545,-120.66409931335448
257,162.008875,0.884608333333,37.6577857247,3782.95,3782.61,3647.78,8.755,4684.72,5176.06,1.09414500441,-0.85245693918,0.381266446766,29.3182,257,37.457,5.374,0.91,5.374000072479248,-135.1699511718748,-97.7129511718748
258,162.028583333,0.790219444444,49.2850545456,20.1992,20.1974,-114.89,12.404,4550.9,4845.18,4.81904631052,-0.679721612996,0.230891272143,60.0153,258,17.0329,3.082,0.89,3.0820000171661377,-135.08919967651366,-118.05629967651366
259,162.043041667,0.714925,47.7035062833,0.2899,0.2899,-135.008,9.737,4609.04,4998.92,4.99824137487,-0.502368789613,1.61452135811E-4,18.8753,259,-5.6793,3.366,0.95,3.365999937057495,-135.29790000486375,-140.97720000486376
260,162.074666667,0.553786111111,32.9889988913,22.6962,22.6942,-113.051,10.852,4248.7,5750.0,4.725,0.0,0.0,11.1624,260,18.1623,6.034,0.91,6.033999919891357,-135.74719941711425,-117.58489941711424
261,162.113875,0.324316666667,50.5130380852,28.9763,28.9736,-107.414,9.527,4880.31,4527.08,4.99998126833,-0.701327783237,2.35584395238E-5,21.0314,261,19.6752,2.222,0.95,2.2219998836517334,-136.39029928588866,-116.71509928588866
262,162.087791667,0.304002777778,41.0621633298,205.083,205.065,68.582,11.066,4676.29,6955.13,4.99988055758,0.00944423505916,0.0267371197828,13.4465,262,194.997,3.757,0.93,3.756999969482422,-136.50099255371094,58.49600744628907
263,162.10175,0.573880555556,39.9939234887,45.5911,45.587,-90.0625,7.699,4991.32,4761.86,4.99997867176,-0.350824996407,2.92568873254E-4,14.081,263,40.8094,3.589,0.93,3.5889999866485596,-135.6535987854004,-94.8441987854004
264,162.115875,0.923333333333,27.417130332,263.414,263.391,128.82,11.691,4894.92,4623.65,2.9940948878,-1.74992189562,4.01026491564E-7,8.62983,264,259.1219,6.719,0.84,6.718999862670898,-134.59400146484376,124.52789853515623
265,162.119666667,0.397805555556,24.463857968,-1.5177,-1.5175,-137.676,8.616,3777.78,5249.51,4.32907338343,-0.356899819366,4.8990809813E-4,6.77074,265,-8.2603,7.228,0.85,7.228000164031982,-136.15830004310607,-144.41860004310607
266,162.135833333,0.552605555556,72.4271589901,18.4739,18.4722,-117.198,9.473,4983.57,5111.69,4.99964856338,-0.35963247298,0.00103187058779,40.6227,266,18.2991,1.892,0.96,1.8919999599456787,-135.67189984130857,-117.37279984130858
267,162.131833333,0.302144444444,58.6976672253,19.9433,19.9415,-116.49,10.624,4669.83,5069.43,4.99995240927,-0.310633678368,9.29298485082E-4,26.7437,267,18.9489,2.964,0.95,2.9639999866485596,-136.4333002471924,-117.4844002471924
268,162.152416667,0.425491666667,34.6748208458,8.9828,8.982,-127.051,11.404,4962.95,5047.04,4.99956861105,-0.53927428987,1.13991946938E-6,11.0896,268,10.2066,4.627,0.93,4.626999855041504,-136.03379953002928,-125.82719953002929
269,162.185541667,0.678511111111,33.2801606336,60.8327,60.8272,-74.3973,10.48,4243.26,6030.86,5.0,-0.5,0.4,41.9645,269,56.4688,5.633,0.91,5.632999897003174,-135.22999882202149,-78.76119882202148
270,162.180541667,0.549194444444,36.6115239579,60.9054,60.8999,-74.7227,10.071,4654.63,7000.0,5.0,0.5,9.09494701773E-16,11.4771,270,57.1882,3.993,0.91,3.993000030517578,-135.62809932250977,-78.43989932250977
271,162.159708333,0.333172222222,63.0117786841,27.0124,27.01,-109.292,9.729,4323.11,5324.69,4.75394920347,-0.500521816574,0.277463593656,30.7187,271,22.1264,2.738,0.96,2.73799991607666,-136.30439967346192,-114.17799967346191
272,162.226333333,0.649588888889,56.6847586678,4.6838,4.6834,-130.576,9.939,4738.0,5302.45,4.90599666451,-0.607162401649,0.327545190703,25.8493,272,1.7629,2.074,0.95,2.0739998817443848,-135.2598002204895,-133.4969002204895
273,162.304291667,0.956486111111,35.5108488457,15.9788,15.9773,-118.249,8.784,5146.11,6000.0,5.0,0.5,2.49999999999E-4,11.9352,273,11.4453,3.987,0.91,3.986999988555908,-134.22779981994628,-122.78249981994628
274,162.217958333,0.458608333333,44.6004218796,32.5603,32.5574,-103.291,8.918,4989.07,6630.06,4.99999640776,0.24619209388,3.61351794857E-4,16.4451,274,25.6627,3.46,0.94,3.4600000381469727,-135.85129891967773,-110.18859891967773
275,162.308541667,0.790636111111,64.4640009764,8.1153,8.1146,-126.611,11.354,4349.65,4930.02,4.99990687552,-0.467407077401,5.39363516147E-4,34.5432,275,3.4921,2.73,0.95,2.7300000190734863,-134.72630017852782,-131.23420017852783
276,162.25425,0.547269444444,34.9168576862,36.4821,36.4787,-99.0545,9.998,5057.45,6186.79,4.99999435377,1.27044266357E-4,1.67689964989E-6,11.0557,276,34.2521,5.0,0.9,5.0,-135.5366014404297,-101.28450144042971
277,162.381125,0.958591666667,67.5633022039,52.4855,52.4808,-81.6397,10.315,3967.13,4470.99,4.49855470876,-1.06323534856,0.162761993168,37.6484,277,47.5113,3.659,0.96,3.6589999198913574,-134.12520033569336,-86.61390033569336
278,162.373791667,0.907727777778,59.9512853592,-33.0323,-33.0293,-167.314,7.902,4826.58,4908.34,4.99984404884,-0.472351200099,3.34411467584E-4,21.7237,278,-38.1976,2.98,0.93,2.9800000190734863,-134.28170095825195,-172.47930095825194
279,162.38875,0.903241666667,71.6100926622,39.1338,39.1302,-95.1488,9.881,5139.14,5501.91,4.99585507624,-0.54466849668,6.21634824201E-5,41.6167,279,33.7825,4.312,0.94,4.311999797821045,-134.2826005065918,-100.50010050659179
280,162.291416667,0.593883333333,48.6351536836,15.9094,15.908,-119.436,10.038,5035.04,5000.0,5.0,-0.5,2.5E-4,20.3254,280,13.8535,2.409,0.95,2.4089999198913574,-135.3453999862671,-121.4918999862671
281,162.372333333,0.761394444444,24.6367834721,48.4898,48.4854,-86.2458,9.441,3536.25,5248.8,4.99986059305,-0.39306922527,0.00143439207152,7.28241,281,43.4437,4.761,0.87,4.761000156402588,-134.73559949951172,-91.29189949951171
282,162.188833333,0.290133333333,39.5714700905,29.3324,29.3297,-107.065,9.469,4920.31,4842.75,4.00017313233,-0.673321341294,1.74073549523E-4,14.1801,282,23.2663,4.124,0.93,4.124000072479248,-136.39739936828613,-113.13109936828613
283,162.270916667,0.337552777778,63.2508684785,31.8827,31.8798,-104.266,9.42,4852.83,4824.4,4.99978057478,-0.524508785375,6.10689297883E-7,32.855,283,26.7186,3.453,0.95,3.453000068664551,-136.14869996643068,-109.43009996643069
284,162.132791667,0.0599083333333,52.3221422286,249.966,249.944,112.784,9.541,5323.48,4500.01,8.02181549682E-4,-2.10149450707,0.317063028534,23.5514,284,244.4102,2.882,0.95,2.881999969482422,-137.18200341796876,107.22819658203125
285,162.477708333,0.815233333333,60.2857797838,29.5996,29.5969,-104.834,8.517,4521.89,4685.87,4.99999330652,-0.464156183058,5.66522892345E-4,28.2545,285,18.526,2.89,0.95,2.890000104904175,-134.43359983825684,-115.90759983825684
286,162.377916667,0.557858333333,25.1800426111,49.1808,49.1763,-86.1646,8.595,4825.27,4815.34,4.63093658908,-0.659058663326,0.0360707947552,9.50101,286,41.3493,7.263,0.82,7.263000011444092,-135.34540139160157,-93.99610139160157
287,162.317791667,0.414338888889,35.797060849,-1.3402,-1.34,-137.193,10.74,4369.1,5358.58,4.91558272906,-0.402165675259,7.51114202278E-7,12.142,287,-14.7002,3.735,0.93,3.734999895095825,-135.85280005264283,-150.55300005264283
288,162.42375,0.597125,28.8245816335,-17.1379,-17.1363,-152.299,8.089,5187.96,5039.4,4.07878328825,-0.471121955125,0.00877451896981,8.47121,288,-18.5001,4.061,0.89,4.060999870300293,-135.1611006011963,-153.6612006011963
289,162.565666667,0.839266666667,30.4646511666,14.4604,14.4591,-119.784,10.88,4770.88,5750.0,5.0,-1.0,0.4,10.3471,289,11.5031,5.23,0.89,5.230000019073486,-134.24439962768554,-122.74129962768554
290,162.494541667,0.703275,35.7883504827,72.8929,72.8862,-61.8623,9.841,4419.96,5498.85,4.99960983414,-0.357766349492,4.99955978783E-4,13.2216,290,70.515,2.817,0.92,2.816999912261963,-134.75519855957032,-64.24019855957032
291,162.544541667,0.754108333333,51.6273715973,-12.3699,-12.3688,-146.898,9.75,4746.15,5250.0,5.0,0.0,2.5E-4,17.8898,291,-19.1459,2.88,0.94,2.880000114440918,-134.52810025024414,-153.67400025024415
292,162.43075,0.507947222222,35.3080109841,57.5558,57.5506,-77.8726,10.149,4894.47,4750.32,4.99709819805,-0.476967458179,3.67848189052E-4,14.7734,292,50.1621,4.158,0.92,4.1579999923706055,-135.42840139160157,-85.26630139160156
293,162.602916667,0.756594444444,32.9585292214,39.8752,39.8715,-94.5737,10.329,5120.61,5250.0,5.0,-1.0,0.4,9.84902,293,31.7967,4.269,0.93,4.269000053405762,-134.44889836425781,-102.65219836425781
294,162.517291667,0.605713888889,76.1129210963,-7.9299,-7.9292,-142.944,8.894,4232.84,4586.37,4.98145658476,-0.454776274072,6.57144414366E-4,46.1184,294,-11.9642,2.724,0.96,2.7239999771118164,-135.01409983062743,-146.97829983062744
295,162.339083333,0.323911111111,38.693994621,39.5358,39.5322,-96.566,10.188,4494.98,5250.16,4.72872213024,-1.57011397541,0.392880046339,13.545,295,33.5199,4.077,0.92,4.077000141143799,-136.1018009338379,-102.58190093383789
296,162.46875,0.481452777778,41.3396235776,43.4879,43.4839,-91.9699,10.287,4678.73,5318.24,5.0,-1.0370014295,0.4,14.7664,296,39.4533,4.956,0.93,4.955999851226807,-135.45779978027343,-96.00449978027343
297,162.69425,0.789563888889,48.3140804136,14.636,14.6346,-119.591,10.298,4865.07,5298.42,4.99997125886,-0.647112621822,5.06074312742E-4,20.8492,297,10.4683,4.052,0.93,4.052000045776367,-134.22699967956544,-123.75869967956544
298,162.673041667,0.730516666667,31.2630744134,158.593,158.578,24.1456,9.587,3963.22,4418.87,2.98901002965,-1.33786433727,0.395623699764,11.7761,298,151.3033,13.658,0.85,13.657999992370605,-134.44740231933594,16.85589768066407
299,162.641375,0.661886111111,47.3030972327,26.0773,26.0749,-108.607,9.719,4541.52,5497.03,4.9986257497,-0.511996390888,0.161070009392,18.4467,299,21.259,3.219,0.93,3.2190001010894775,-134.684299118042,-113.42529911804199
300,162.650083333,0.640416666667,162.449908145,8.3488,8.348,-126.388,9.499,5918.56,6500.0,5.0,-1.0,0.4,201.149,300,4.1723,2.355,0.96,2.3550000190734863,-134.73679970550538,-130.56449970550537
301,162.358083333,0.298494444444,43.0242844251,28.7662,28.7636,-107.387,8.645,4834.28,5250.0,5.0,-1.0,0.4,16.2781,301,22.1264,3.215,0.94,3.2149999141693115,-136.15319911193848,-114.02679911193847
302,162.668416667,0.620075,73.1776436441,-25.0218,-25.0195,-159.793,10.338,4523.39,5219.31,4.99995725273,-0.860598563491,0.374783605325,34.5433,302,-29.6968,3.262,0.96,3.26200008392334,-134.7712009124756,-164.4680009124756
303,162.301,0.225188888889,43.8939011772,6.1558,6.1553,-130.29,10.432,4569.85,5247.21,4.99974514879,-0.860841563538,0.387826331411,18.0486,303,1.7388,4.701,0.94,4.701000213623047,-136.44579986572265,-134.70699986572265
304,162.329583333,0.227913888889,57.5261362135,-0.7086,-0.7085,-137.108,7.538,4805.92,4750.41,3.80849164379,-0.848539600481,0.392514700574,25.6328,304,-3.3928,2.084,0.95,2.0840001106262207,-136.39940001535416,-139.79220001535415
305,162.477208333,0.352130555556,58.260125193,18.8694,18.8677,-116.966,8.152,4977.45,5352.03,4.9995346776,-0.50601613399,4.36693968369E-5,27.8207,305,14.2074,3.53,0.94,3.5299999713897705,-135.83540002441407,-121.62800002441406
306,162.777916667,0.634022222222,84.5410172268,-14.9558,-14.9544,-149.542,5.518,4712.79,4681.66,4.36264025161,-1.22661713524,0.306862578525,50.068,306,-19.3457,1.712,0.96,1.7120000123977661,-134.58619994354248,-153.93189994354248
308,162.380416667,0.246419444444,38.616144344,59.0502,59.0448,-77.2334,9.718,4997.27,5065.19,4.99977971986,-0.506067167306,1.52243026655E-6,14.4942,308,55.0331,2.383,0.94,2.382999897003174,-136.28360141601564,-81.25050141601565
310,162.852125,0.599286111111,28.2109126194,1983.19,1983.01,1848.41,8.585,4201.33,6310.45,5.0,-2.5,0.0,6.78562,310,62.7382,6.834,0.67,6.834000110626221,-134.77994140624992,-72.04174140624991
311,162.596291667,0.377580555556,40.8702393538,3961.87,3961.5,3825.9,9.232,5344.45,4674.27,4.65685147099,-0.702092672195,0.119233648476,34.2034,311,-42.8863,3.683,0.92,3.683000087738037,-135.9701171874999,-178.85641718749991
312,162.469208333,0.280186111111,146.035359321,4.3298,4.3294,-131.731,12.015,4065.67,5132.73,2.9743997179,-0.524677864819,0.398748204895,162.561,312,-0.7938,2.295,0.95,2.2950000762939453,-136.06080012893676,-136.85460012893677
313,162.510208333,0.300069444444,54.4551156379,18.8122,18.8104,-117.137,10.67,4632.96,5812.2,5.0,-0.5,0.4,25.6566,313,15.1604,2.482,0.95,2.4820001125335693,-135.94920054626465,-120.78880054626465
314,162.570458333,0.296286111111,59.4646578417,1884.92,1884.74,1748.86,11.528,4583.97,4636.32,1.96705291895,-1.80411464686,1.61773601696E-5,29.4833,314,74.5612,6.514,0.89,6.513999938964844,-136.0600439453126,-61.4988439453126
315,162.329208333,0.180433333333,50.9090111571,315.795,315.767,179.223,9.392,4698.19,5237.99,2.14028736315,-1.51193162037,0.399967761415,21.5447,315,312.717,4.457,0.91,4.456999778747559,-136.57201342773436,176.14498657226562
316,162.737166667,0.387416666667,76.7815314021,23.1102,23.1081,-112.279,10.617,5562.91,5073.83,4.98252970392,-0.835618279693,0.0894401106422,47.4741,316,17.0889,3.003,0.95,3.003000020980835,-135.389200881958,-118.30030088195801
317,162.617041667,0.307594444444,62.0203764872,-14.8582,-14.8568,-150.642,9.934,4823.48,4980.09,4.67761878201,-1.00001001592,0.272198619092,26.8912,317,-18.9375,2.537,0.96,2.5369999408721924,-135.7837999267578,-154.7212999267578
318,162.733041667,0.350130555556,56.0694411115,-6.9229,-6.9222,-142.427,10.379,4895.39,5544.28,4.75534906611,-0.389338214952,1.51571036934E-5,26.2326,318,-10.787,3.544,0.95,3.5439999103546143,-135.50409980010986,-146.29109980010986
319,162.843583333,0.402425,38.1885844325,69.1119,69.1055,-66.0959,10.461,4246.31,4750.0,5.0,-1.575,0.4,14.3289,319,66.2089,4.347,0.93,4.3470001220703125,-135.20780032958984,-68.99890032958984
321,162.25,0.0705111111111,66.0531198993,27.1919,27.1894,-109.787,9.738,5242.52,5249.61,4.99618919187,-0.517339695323,5.36154590942E-5,36.829,321,23.4309,3.037,0.95,3.0369999408721924,-136.9789002532959,-113.5480002532959
322,162.829,0.341541666667,32.1294094281,57.6081,57.6028,-77.8016,10.469,3893.3,5266.91,5.0,-1.5,0.4,11.8871,322,50.7955,4.878,0.87,4.877999782562256,-135.4097008911133,-84.61420089111328
323,162.571958333,0.210138888889,28.8180357938,-36.1034,-36.1001,-172.238,9.336,3933.35,4986.78,4.99998212274,-1.14062125021,0.344025942553,8.50632,323,-38.815,6.51,0.86,6.510000228881836,-136.13459881591797,-174.94959881591797
324,162.298875,0.07855,46.7358873251,-13.8682,-13.867,-150.756,10.435,4218.41,5302.16,4.49723953602,-1.10159676047,0.257021372015,15.5587,324,-19.7235,3.033,0.95,3.0329999923706055,-136.88779969787598,-156.61129969787598
325,162.815041667,0.290286111111,73.5180542239,6.866,6.8654,-128.712,9.973,4368.63,4638.2,4.92017041625,-0.583508615142,0.00123211456751,43.579,325,2.2522,1.988,0.96,1.9880000352859497,-135.57800017547606,-133.32580017547608
326,162.493375,0.149627777778,36.977956443,36.4432,36.4399,-99.9828,9.233,5344.08,5500.0,5.0,-1.0,0.4,13.2361,326,31.7523,3.87,0.91,3.869999885559082,-136.42599915771484,-104.67369915771484
327,162.392625,0.0786111111111,52.5810990058,4.9374,4.9369,-131.831,9.434,5321.27,5302.34,4.99999284677,-0.692375235199,0.00242637419597,23.6538,327,2.9458,3.84,0.91,3.8399999141693115,-136.76839986419677,-133.82259986419677
328,162.452708333,0.128194444444,33.5164772619,-28.8673,-28.8646,-165.405,8.866,4843.43,4777.91,4.49992092089,-1.18563343736,0.247308009325,9.94337,328,-33.5866,5.488,0.87,5.48799991607666,-136.53769996643067,-170.12429996643067
329,162.305708333,0.0677277777778,32.9091767752,197.056,197.038,60.1248,11.281,5183.88,5872.23,4.20075636987,-0.867530302869,1.28780265926E-6,10.551,329,189.3192,6.208,0.85,6.208000183105469,-136.93119975585938,52.38800024414061
330,162.705208333,0.185372222222,63.216555472,8.2799,8.2792,-127.759,9.745,4625.25,4945.49,4.99998852844,-0.306169485281,0.00132864859299,32.1077,330,3.8733,3.314,0.95,3.313999891281128,-136.03889959716798,-132.16559959716798
331,162.886833333,0.234733333333,60.879443498,29.4306,29.4278,-106.222,9.917,4678.64,4602.33,4.99983911793,-0.677181543588,5.85496297291E-5,34.2186,331,25.2214,4.244,0.94,4.24399995803833,-135.65259921264646,-110.43119921264646
